site,date,bb.sp,plant.sp,visits
h3,2012-07-30,mend,Prunella vulgaris,0
h3,2012-07-30,mend,Rhinanthus glacialis,1
h3,2012-07-30,mend,Trifolium pratense,0
h3,2012-07-30,pasc,Anthyllis vulneraria,0
h3,2012-07-30,pasc,Prunella vulgaris,0
h3,2012-07-30,pasc,Rhinanthus glacialis,0
h3,2012-07-30,pasc,Trifolium pratense,1
h3,2012-07-30,prat,Anthyllis vulneraria,0
h3,2012-07-30,prat,Prunella vulgaris,0
h3,2012-07-30,prat,Rhinanthus glacialis,1
h3,2012-07-30,prat,Trifolium pratense,0
h3,2012-07-30,soro,Anthyllis vulneraria,0
h3,2012-07-30,soro,Prunella vulgaris,1
h3,2012-07-30,soro,Rhinanthus glacialis,0
h3,2012-07-30,soro,Trifolium pratense,0
h3,2012-07-30,wurf,Anthyllis vulneraria,0
h3,2012-07-30,wurf,Prunella vulgaris,0
h3,2012-07-30,wurf,Rhinanthus glacialis,2
h3,2012-07-30,wurf,Trifolium pratense,0
h3,2012-08-03,hort,Centaurea jacea,0
h3,2012-08-03,hort,Rhinanthus glacialis,1
h3,2012-08-03,hort,Trifolium pratense,0
h3,2012-08-03,pasc,Centaurea jacea,0
h3,2012-08-03,pasc,Rhinanthus glacialis,0
h3,2012-08-03,pasc,Trifolium pratense,1
h3,2012-08-03,soro,Centaurea jacea,1
h3,2012-08-03,soro,Rhinanthus glacialis,0
h3,2012-08-03,soro,Trifolium pratense,0
h3,2012-08-03,wurf,Centaurea jacea,0
h3,2012-08-03,wurf,Rhinanthus glacialis,1
h3,2012-08-03,wurf,Trifolium pratense,0
h3,2012-08-11,hort,Centaurea jacea,0
h3,2012-08-11,hort,Rhinanthus glacialis,1
h3,2012-08-11,pasc,Centaurea jacea,0
h3,2012-08-11,pasc,Rhinanthus glacialis,4
h3,2012-08-11,prat,Centaurea jacea,0
h3,2012-08-11,prat,Rhinanthus glacialis,2
h3,2012-08-11,soro,Centaurea jacea,2
h3,2012-08-11,soro,Rhinanthus glacialis,0
h3,2012-08-11,wurf,Centaurea jacea,0
h3,2012-08-11,wurf,Rhinanthus glacialis,4
h3,2012-08-15,pasc,Rhinanthus glacialis,1
h3,2012-08-15,wurf,Rhinanthus glacialis,2
h3,2012-08-21,soro,Carduus defloratus,1
h3,2012-08-21,soro,Rhinanthus glacialis,0
h3,2012-08-21,wurf,Carduus defloratus,0
h3,2012-08-21,wurf,Rhinanthus glacialis,3
h3,2012-08-30,pasc,Carlina vulgaris,1
h3,2012-08-30,pasc,Centaurea jacea,1
h3,2012-08-30,pasc,Euphrasia rostkoviana,1
h3,2012-08-30,pasc,Gentianella aspera,1
h3,2012-08-30,pasc,Trifolium pratense,1
h3,2012-09-05,hort,Acinos alpinus,0
h3,2012-09-05,hort,Gentianella aspera,1
h3,2012-09-05,pasc,Acinos alpinus,1
h3,2012-09-05,pasc,Gentianella aspera,1
h3,2012-09-05,wurf,Acinos alpinus,0
h3,2012-09-05,wurf,Gentianella aspera,3
h3,2012-09-13,pasc,Euphrasia rostkoviana,1
h3,2012-09-13,pasc,Gentianella aspera,1
h4,2010-06-28,jone,Geum rivale,1
h4,2010-06-28,jone,Rubus idaeus,0
h4,2010-06-28,pasc,Geum rivale,1
h4,2010-06-28,pasc,Rubus idaeus,1
h4,2010-06-28,prat,Geum rivale,1
h4,2010-06-28,prat,Rubus idaeus,0
h4,2010-06-28,soro,Geum rivale,1
h4,2010-06-28,soro,Rubus idaeus,0
h4,2010-07-22,pasc,Acinos alpinus,0
h4,2010-07-22,pasc,Stachys alopecuros,0
h4,2010-07-22,pasc,Trifolium pratense,1
h4,2010-07-22,prat,Acinos alpinus,1
h4,2010-07-22,prat,Stachys alopecuros,1
h4,2010-07-22,prat,Trifolium pratense,0
h4,2010-08-01,hort,Acinos alpinus,0
h4,2010-08-01,hort,Gentiana pannonica,1
h4,2010-08-01,hort,Origanum vulgare,0
h4,2010-08-01,hort,Prunella vulgaris,0
h4,2010-08-01,hort,Rhinanthus glacialis,0
h4,2010-08-01,pasc,Acinos alpinus,1
h4,2010-08-01,pasc,Gentiana pannonica,4
h4,2010-08-01,pasc,Origanum vulgare,0
h4,2010-08-01,pasc,Prunella vulgaris,2
h4,2010-08-01,pasc,Rhinanthus glacialis,1
h4,2010-08-01,prat,Acinos alpinus,0
h4,2010-08-01,prat,Gentiana pannonica,9
h4,2010-08-01,prat,Origanum vulgare,1
h4,2010-08-01,prat,Prunella vulgaris,0
h4,2010-08-01,prat,Rhinanthus glacialis,0
h4,2010-08-01,soro,Acinos alpinus,0
h4,2010-08-01,soro,Gentiana pannonica,1
h4,2010-08-01,soro,Origanum vulgare,0
h4,2010-08-01,soro,Prunella vulgaris,0
h4,2010-08-01,soro,Rhinanthus glacialis,0
h4,2010-08-01,telu,Acinos alpinus,0
h4,2010-08-01,telu,Gentiana pannonica,2
h4,2010-08-01,telu,Origanum vulgare,0
h4,2010-08-01,telu,Prunella vulgaris,0
h4,2010-08-01,telu,Rhinanthus glacialis,0
h4,2010-08-23,gers,Carlina vulgaris,0
h4,2010-08-23,gers,Gentiana asclepiadea,1
h4,2010-08-23,gers,Rhinanthus glacialis,1
h4,2010-08-23,hort,Carlina vulgaris,0
h4,2010-08-23,hort,Gentiana asclepiadea,1
h4,2010-08-23,hort,Rhinanthus glacialis,0
h4,2010-08-23,mend,Carlina vulgaris,0
h4,2010-08-23,mend,Gentiana asclepiadea,0
h4,2010-08-23,mend,Rhinanthus glacialis,1
h4,2010-08-23,pasc,Carlina vulgaris,1
h4,2010-08-23,pasc,Gentiana asclepiadea,2
h4,2010-08-23,pasc,Rhinanthus glacialis,4
h4,2010-08-23,prat,Carlina vulgaris,1
h4,2010-08-23,prat,Gentiana asclepiadea,3
h4,2010-08-23,prat,Rhinanthus glacialis,0
h4,2010-08-23,psit,Carlina vulgaris,1
h4,2010-08-23,psit,Gentiana asclepiadea,0
h4,2010-08-23,psit,Rhinanthus glacialis,0
h4,2010-08-23,soro,Carlina vulgaris,0
h4,2010-08-23,soro,Gentiana asclepiadea,1
h4,2010-08-23,soro,Rhinanthus glacialis,1
h4,2010-08-23,wurf,Carlina vulgaris,0
h4,2010-08-23,wurf,Gentiana asclepiadea,0
h4,2010-08-23,wurf,Rhinanthus glacialis,4
h4,2011-05-26,mont,Ajuga reptans,0
h4,2011-05-26,mont,Geum rivale,0
h4,2011-05-26,mont,Lotus corniculatus,1
h4,2011-05-26,pasc,Ajuga reptans,1
h4,2011-05-26,pasc,Geum rivale,0
h4,2011-05-26,pasc,Lotus corniculatus,0
h4,2011-05-26,prat,Ajuga reptans,0
h4,2011-05-26,prat,Geum rivale,1
h4,2011-05-26,prat,Lotus corniculatus,0
h4,2011-05-26,soro,Ajuga reptans,1
h4,2011-05-26,soro,Geum rivale,1
h4,2011-05-26,soro,Lotus corniculatus,0
h4,2011-05-30,pasc,Ajuga reptans,3
h4,2011-05-30,pasc,Anthyllis vulneraria,0
h4,2011-05-30,pasc,Geum rivale,4
h4,2011-05-30,pasc,Lotus corniculatus,0
h4,2011-05-30,prat,Ajuga reptans,0
h4,2011-05-30,prat,Anthyllis vulneraria,0
h4,2011-05-30,prat,Geum rivale,5
h4,2011-05-30,prat,Lotus corniculatus,0
h4,2011-05-30,soro,Ajuga reptans,0
h4,2011-05-30,soro,Anthyllis vulneraria,1
h4,2011-05-30,soro,Geum rivale,1
h4,2011-05-30,soro,Lotus corniculatus,0
h4,2011-05-30,wurf,Ajuga reptans,1
h4,2011-05-30,wurf,Anthyllis vulneraria,0
h4,2011-05-30,wurf,Geum rivale,0
h4,2011-05-30,wurf,Lotus corniculatus,2
h4,2011-06-04,jone,Acinos alpinus,0
h4,2011-06-04,jone,Ajuga reptans,4
h4,2011-06-04,jone,Anthyllis vulneraria,0
h4,2011-06-04,jone,Biscutella laevigata,0
h4,2011-06-04,jone,Geum rivale,0
h4,2011-06-04,jone,Hippocrepis comosa,0
h4,2011-06-04,jone,Rhodothamnus chamaecistus,0
h4,2011-06-04,mont,Acinos alpinus,0
h4,2011-06-04,mont,Ajuga reptans,0
h4,2011-06-04,mont,Anthyllis vulneraria,0
h4,2011-06-04,mont,Biscutella laevigata,0
h4,2011-06-04,mont,Geum rivale,0
h4,2011-06-04,mont,Hippocrepis comosa,6
h4,2011-06-04,mont,Rhodothamnus chamaecistus,0
h4,2011-06-04,pasc,Acinos alpinus,1
h4,2011-06-04,pasc,Ajuga reptans,4
h4,2011-06-04,pasc,Anthyllis vulneraria,0
h4,2011-06-04,pasc,Biscutella laevigata,0
h4,2011-06-04,pasc,Geum rivale,1
h4,2011-06-04,pasc,Hippocrepis comosa,0
h4,2011-06-04,pasc,Rhodothamnus chamaecistus,0
h4,2011-06-04,prat,Acinos alpinus,0
h4,2011-06-04,prat,Ajuga reptans,0
h4,2011-06-04,prat,Anthyllis vulneraria,0
h4,2011-06-04,prat,Biscutella laevigata,0
h4,2011-06-04,prat,Geum rivale,9
h4,2011-06-04,prat,Hippocrepis comosa,0
h4,2011-06-04,prat,Rhodothamnus chamaecistus,0
h4,2011-06-04,soro,Acinos alpinus,0
h4,2011-06-04,soro,Ajuga reptans,0
h4,2011-06-04,soro,Anthyllis vulneraria,0
h4,2011-06-04,soro,Biscutella laevigata,0
h4,2011-06-04,soro,Geum rivale,3
h4,2011-06-04,soro,Hippocrepis comosa,0
h4,2011-06-04,soro,Rhodothamnus chamaecistus,0
h4,2011-06-04,telu,Acinos alpinus,0
h4,2011-06-04,telu,Ajuga reptans,0
h4,2011-06-04,telu,Anthyllis vulneraria,0
h4,2011-06-04,telu,Biscutella laevigata,1
h4,2011-06-04,telu,Geum rivale,0
h4,2011-06-04,telu,Hippocrepis comosa,0
h4,2011-06-04,telu,Rhodothamnus chamaecistus,1
h4,2011-06-04,wurf,Acinos alpinus,0
h4,2011-06-04,wurf,Ajuga reptans,2
h4,2011-06-04,wurf,Anthyllis vulneraria,1
h4,2011-06-04,wurf,Biscutella laevigata,0
h4,2011-06-04,wurf,Geum rivale,2
h4,2011-06-04,wurf,Hippocrepis comosa,0
h4,2011-06-04,wurf,Rhodothamnus chamaecistus,0
h4,2011-06-14,hypn,Antennaria dioica,0
h4,2011-06-14,hypn,Anthyllis vulneraria,0
h4,2011-06-14,hypn,Geum rivale,0
h4,2011-06-14,hypn,Helianthemum nummularium,1
h4,2011-06-14,hypn,Hippocrepis comosa,0
h4,2011-06-14,hypn,Lotus corniculatus,0
h4,2011-06-14,hypn,Myosotis alpestris,0
h4,2011-06-14,hypn,Phyteuma orbiculare,0
h4,2011-06-14,hypn,Plantago media,0
h4,2011-06-14,hypn,Rhododendron hirsutum,0
h4,2011-06-14,hypn,Veronica chamaedrys,0
h4,2011-06-14,jone,Antennaria dioica,0
h4,2011-06-14,jone,Anthyllis vulneraria,0
h4,2011-06-14,jone,Geum rivale,0
h4,2011-06-14,jone,Helianthemum nummularium,0
h4,2011-06-14,jone,Hippocrepis comosa,0
h4,2011-06-14,jone,Lotus corniculatus,0
h4,2011-06-14,jone,Myosotis alpestris,0
h4,2011-06-14,jone,Phyteuma orbiculare,0
h4,2011-06-14,jone,Plantago media,1
h4,2011-06-14,jone,Rhododendron hirsutum,0
h4,2011-06-14,jone,Veronica chamaedrys,0
h4,2011-06-14,mont,Antennaria dioica,0
h4,2011-06-14,mont,Anthyllis vulneraria,0
h4,2011-06-14,mont,Geum rivale,0
h4,2011-06-14,mont,Helianthemum nummularium,0
h4,2011-06-14,mont,Hippocrepis comosa,1
h4,2011-06-14,mont,Lotus corniculatus,1
h4,2011-06-14,mont,Myosotis alpestris,0
h4,2011-06-14,mont,Phyteuma orbiculare,0
h4,2011-06-14,mont,Plantago media,0
h4,2011-06-14,mont,Rhododendron hirsutum,0
h4,2011-06-14,mont,Veronica chamaedrys,0
h4,2011-06-14,pasc,Antennaria dioica,1
h4,2011-06-14,pasc,Anthyllis vulneraria,1
h4,2011-06-14,pasc,Geum rivale,1
h4,2011-06-14,pasc,Helianthemum nummularium,2
h4,2011-06-14,pasc,Hippocrepis comosa,0
h4,2011-06-14,pasc,Lotus corniculatus,0
h4,2011-06-14,pasc,Myosotis alpestris,0
h4,2011-06-14,pasc,Phyteuma orbiculare,0
h4,2011-06-14,pasc,Plantago media,0
h4,2011-06-14,pasc,Rhododendron hirsutum,0
h4,2011-06-14,pasc,Veronica chamaedrys,0
h4,2011-06-14,prat,Antennaria dioica,0
h4,2011-06-14,prat,Anthyllis vulneraria,0
h4,2011-06-14,prat,Geum rivale,2
h4,2011-06-14,prat,Helianthemum nummularium,0
h4,2011-06-14,prat,Hippocrepis comosa,0
h4,2011-06-14,prat,Lotus corniculatus,0
h4,2011-06-14,prat,Myosotis alpestris,1
h4,2011-06-14,prat,Phyteuma orbiculare,0
h4,2011-06-14,prat,Plantago media,0
h4,2011-06-14,prat,Rhododendron hirsutum,1
h4,2011-06-14,prat,Veronica chamaedrys,2
h4,2011-06-14,soro,Antennaria dioica,0
h4,2011-06-14,soro,Anthyllis vulneraria,0
h4,2011-06-14,soro,Geum rivale,0
h4,2011-06-14,soro,Helianthemum nummularium,0
h4,2011-06-14,soro,Hippocrepis comosa,0
h4,2011-06-14,soro,Lotus corniculatus,0
h4,2011-06-14,soro,Myosotis alpestris,0
h4,2011-06-14,soro,Phyteuma orbiculare,1
h4,2011-06-14,soro,Plantago media,0
h4,2011-06-14,soro,Rhododendron hirsutum,0
h4,2011-06-14,soro,Veronica chamaedrys,0
h4,2011-06-14,telu,Antennaria dioica,0
h4,2011-06-14,telu,Anthyllis vulneraria,0
h4,2011-06-14,telu,Geum rivale,0
h4,2011-06-14,telu,Helianthemum nummularium,33
h4,2011-06-14,telu,Hippocrepis comosa,0
h4,2011-06-14,telu,Lotus corniculatus,0
h4,2011-06-14,telu,Myosotis alpestris,0
h4,2011-06-14,telu,Phyteuma orbiculare,0
h4,2011-06-14,telu,Plantago media,9
h4,2011-06-14,telu,Rhododendron hirsutum,0
h4,2011-06-14,telu,Veronica chamaedrys,2
h4,2011-06-14,wurf,Antennaria dioica,0
h4,2011-06-14,wurf,Anthyllis vulneraria,0
h4,2011-06-14,wurf,Geum rivale,0
h4,2011-06-14,wurf,Helianthemum nummularium,1
h4,2011-06-14,wurf,Hippocrepis comosa,1
h4,2011-06-14,wurf,Lotus corniculatus,1
h4,2011-06-14,wurf,Myosotis alpestris,0
h4,2011-06-14,wurf,Phyteuma orbiculare,0
h4,2011-06-14,wurf,Plantago media,0
h4,2011-06-14,wurf,Rhododendron hirsutum,0
h4,2011-06-14,wurf,Veronica chamaedrys,0
h4,2011-06-29,hort,Acinos alpinus,3
h4,2011-06-29,hort,Anthyllis vulneraria,1
h4,2011-06-29,hort,Hippocrepis comosa,0
h4,2011-06-29,hort,Lotus corniculatus,0
h4,2011-06-29,hort,Phyteuma orbiculare,0
h4,2011-06-29,hort,Potentilla erecta,0
h4,2011-06-29,hort,Rhododendron hirsutum,0
h4,2011-06-29,hort,Thymus pulegioides,0
h4,2011-06-29,jone,Acinos alpinus,0
h4,2011-06-29,jone,Anthyllis vulneraria,0
h4,2011-06-29,jone,Hippocrepis comosa,0
h4,2011-06-29,jone,Lotus corniculatus,0
h4,2011-06-29,jone,Phyteuma orbiculare,0
h4,2011-06-29,jone,Potentilla erecta,0
h4,2011-06-29,jone,Rhododendron hirsutum,0
h4,2011-06-29,jone,Thymus pulegioides,1
h4,2011-06-29,mont,Acinos alpinus,0
h4,2011-06-29,mont,Anthyllis vulneraria,0
h4,2011-06-29,mont,Hippocrepis comosa,5
h4,2011-06-29,mont,Lotus corniculatus,1
h4,2011-06-29,mont,Phyteuma orbiculare,0
h4,2011-06-29,mont,Potentilla erecta,0
h4,2011-06-29,mont,Rhododendron hirsutum,0
h4,2011-06-29,mont,Thymus pulegioides,1
h4,2011-06-29,pasc,Acinos alpinus,4
h4,2011-06-29,pasc,Anthyllis vulneraria,0
h4,2011-06-29,pasc,Hippocrepis comosa,2
h4,2011-06-29,pasc,Lotus corniculatus,0
h4,2011-06-29,pasc,Phyteuma orbiculare,0
h4,2011-06-29,pasc,Potentilla erecta,0
h4,2011-06-29,pasc,Rhododendron hirsutum,1
h4,2011-06-29,pasc,Thymus pulegioides,0
h4,2011-06-29,prat,Acinos alpinus,3
h4,2011-06-29,prat,Anthyllis vulneraria,0
h4,2011-06-29,prat,Hippocrepis comosa,0
h4,2011-06-29,prat,Lotus corniculatus,0
h4,2011-06-29,prat,Phyteuma orbiculare,0
h4,2011-06-29,prat,Potentilla erecta,0
h4,2011-06-29,prat,Rhododendron hirsutum,2
h4,2011-06-29,prat,Thymus pulegioides,1
h4,2011-06-29,soro,Acinos alpinus,1
h4,2011-06-29,soro,Anthyllis vulneraria,0
h4,2011-06-29,soro,Hippocrepis comosa,0
h4,2011-06-29,soro,Lotus corniculatus,0
h4,2011-06-29,soro,Phyteuma orbiculare,2
h4,2011-06-29,soro,Potentilla erecta,0
h4,2011-06-29,soro,Rhododendron hirsutum,1
h4,2011-06-29,soro,Thymus pulegioides,0
h4,2011-06-29,telu,Acinos alpinus,6
h4,2011-06-29,telu,Anthyllis vulneraria,0
h4,2011-06-29,telu,Hippocrepis comosa,0
h4,2011-06-29,telu,Lotus corniculatus,1
h4,2011-06-29,telu,Phyteuma orbiculare,0
h4,2011-06-29,telu,Potentilla erecta,5
h4,2011-06-29,telu,Rhododendron hirsutum,0
h4,2011-06-29,telu,Thymus pulegioides,5
h4,2011-06-29,wurf,Acinos alpinus,6
h4,2011-06-29,wurf,Anthyllis vulneraria,1
h4,2011-06-29,wurf,Hippocrepis comosa,0
h4,2011-06-29,wurf,Lotus corniculatus,0
h4,2011-06-29,wurf,Phyteuma orbiculare,1
h4,2011-06-29,wurf,Potentilla erecta,0
h4,2011-06-29,wurf,Rhododendron hirsutum,0
h4,2011-06-29,wurf,Thymus pulegioides,1
h4,2011-07-07,hort,Acinos alpinus,0
h4,2011-07-07,hort,Anthyllis vulneraria,0
h4,2011-07-07,hort,Rhododendron hirsutum,0
h4,2011-07-07,hort,Thymus pulegioides,1
h4,2011-07-07,mont,Acinos alpinus,0
h4,2011-07-07,mont,Anthyllis vulneraria,0
h4,2011-07-07,mont,Rhododendron hirsutum,0
h4,2011-07-07,mont,Thymus pulegioides,6
h4,2011-07-07,pasc,Acinos alpinus,1
h4,2011-07-07,pasc,Anthyllis vulneraria,1
h4,2011-07-07,pasc,Rhododendron hirsutum,1
h4,2011-07-07,pasc,Thymus pulegioides,5
h4,2011-07-07,prat,Acinos alpinus,0
h4,2011-07-07,prat,Anthyllis vulneraria,0
h4,2011-07-07,prat,Rhododendron hirsutum,0
h4,2011-07-07,prat,Thymus pulegioides,4
h4,2011-07-07,soro,Acinos alpinus,0
h4,2011-07-07,soro,Anthyllis vulneraria,0
h4,2011-07-07,soro,Rhododendron hirsutum,0
h4,2011-07-07,soro,Thymus pulegioides,10
h4,2011-07-07,telu,Acinos alpinus,0
h4,2011-07-07,telu,Anthyllis vulneraria,0
h4,2011-07-07,telu,Rhododendron hirsutum,0
h4,2011-07-07,telu,Thymus pulegioides,12
h4,2011-07-07,wurf,Acinos alpinus,1
h4,2011-07-07,wurf,Anthyllis vulneraria,3
h4,2011-07-07,wurf,Rhododendron hirsutum,0
h4,2011-07-07,wurf,Thymus pulegioides,2
h4,2011-07-12,hort,Hypericum maculatum,0
h4,2011-07-12,hort,Lotus corniculatus,0
h4,2011-07-12,hort,Prunella vulgaris,0
h4,2011-07-12,hort,Thymus pulegioides,0
h4,2011-07-12,hort,Trifolium pratense,1
h4,2011-07-12,pasc,Hypericum maculatum,0
h4,2011-07-12,pasc,Lotus corniculatus,0
h4,2011-07-12,pasc,Prunella vulgaris,2
h4,2011-07-12,pasc,Thymus pulegioides,0
h4,2011-07-12,pasc,Trifolium pratense,1
h4,2011-07-12,prat,Hypericum maculatum,0
h4,2011-07-12,prat,Lotus corniculatus,0
h4,2011-07-12,prat,Prunella vulgaris,2
h4,2011-07-12,prat,Thymus pulegioides,3
h4,2011-07-12,prat,Trifolium pratense,0
h4,2011-07-12,psit,Hypericum maculatum,0
h4,2011-07-12,psit,Lotus corniculatus,0
h4,2011-07-12,psit,Prunella vulgaris,0
h4,2011-07-12,psit,Thymus pulegioides,1
h4,2011-07-12,psit,Trifolium pratense,0
h4,2011-07-12,soro,Hypericum maculatum,1
h4,2011-07-12,soro,Lotus corniculatus,0
h4,2011-07-12,soro,Prunella vulgaris,0
h4,2011-07-12,soro,Thymus pulegioides,0
h4,2011-07-12,soro,Trifolium pratense,0
h4,2011-07-12,telu,Hypericum maculatum,1
h4,2011-07-12,telu,Lotus corniculatus,1
h4,2011-07-12,telu,Prunella vulgaris,0
h4,2011-07-12,telu,Thymus pulegioides,13
h4,2011-07-12,telu,Trifolium pratense,0
h4,2011-07-12,wurf,Hypericum maculatum,0
h4,2011-07-12,wurf,Lotus corniculatus,0
h4,2011-07-12,wurf,Prunella vulgaris,0
h4,2011-07-12,wurf,Thymus pulegioides,2
h4,2011-07-12,wurf,Trifolium pratense,0
h4,2011-08-01,pasc,Clinopodium vulgare,1
h4,2011-08-01,pasc,Gentiana pannonica,1
h4,2011-08-01,pasc,Hypericum maculatum,0
h4,2011-08-01,pasc,Origanum vulgare,1
h4,2011-08-01,pasc,Prunella vulgaris,9
h4,2011-08-01,pasc,Rhinanthus glacialis,0
h4,2011-08-01,prat,Clinopodium vulgare,0
h4,2011-08-01,prat,Gentiana pannonica,0
h4,2011-08-01,prat,Hypericum maculatum,0
h4,2011-08-01,prat,Origanum vulgare,0
h4,2011-08-01,prat,Prunella vulgaris,1
h4,2011-08-01,prat,Rhinanthus glacialis,0
h4,2011-08-01,soro,Clinopodium vulgare,0
h4,2011-08-01,soro,Gentiana pannonica,0
h4,2011-08-01,soro,Hypericum maculatum,0
h4,2011-08-01,soro,Origanum vulgare,1
h4,2011-08-01,soro,Prunella vulgaris,0
h4,2011-08-01,soro,Rhinanthus glacialis,0
h4,2011-08-01,telu,Clinopodium vulgare,0
h4,2011-08-01,telu,Gentiana pannonica,0
h4,2011-08-01,telu,Hypericum maculatum,1
h4,2011-08-01,telu,Origanum vulgare,7
h4,2011-08-01,telu,Prunella vulgaris,0
h4,2011-08-01,telu,Rhinanthus glacialis,0
h4,2011-08-01,wurf,Clinopodium vulgare,0
h4,2011-08-01,wurf,Gentiana pannonica,0
h4,2011-08-01,wurf,Hypericum maculatum,0
h4,2011-08-01,wurf,Origanum vulgare,0
h4,2011-08-01,wurf,Prunella vulgaris,0
h4,2011-08-01,wurf,Rhinanthus glacialis,1
h4,2011-08-13,pasc,Carduus defloratus,0
h4,2011-08-13,pasc,Carlina vulgaris,4
h4,2011-08-13,pasc,Centaurea jacea,0
h4,2011-08-13,pasc,Origanum vulgare,0
h4,2011-08-13,pasc,Prunella vulgaris,2
h4,2011-08-13,pasc,Trifolium pratense,2
h4,2011-08-13,prat,Carduus defloratus,1
h4,2011-08-13,prat,Carlina vulgaris,0
h4,2011-08-13,prat,Centaurea jacea,0
h4,2011-08-13,prat,Origanum vulgare,1
h4,2011-08-13,prat,Prunella vulgaris,0
h4,2011-08-13,prat,Trifolium pratense,0
h4,2011-08-13,psit,Carduus defloratus,0
h4,2011-08-13,psit,Carlina vulgaris,0
h4,2011-08-13,psit,Centaurea jacea,0
h4,2011-08-13,psit,Origanum vulgare,1
h4,2011-08-13,psit,Prunella vulgaris,0
h4,2011-08-13,psit,Trifolium pratense,0
h4,2011-08-13,soro,Carduus defloratus,0
h4,2011-08-13,soro,Carlina vulgaris,0
h4,2011-08-13,soro,Centaurea jacea,1
h4,2011-08-13,soro,Origanum vulgare,1
h4,2011-08-13,soro,Prunella vulgaris,0
h4,2011-08-13,soro,Trifolium pratense,0
h4,2011-08-13,telu,Carduus defloratus,0
h4,2011-08-13,telu,Carlina vulgaris,0
h4,2011-08-13,telu,Centaurea jacea,0
h4,2011-08-13,telu,Origanum vulgare,1
h4,2011-08-13,telu,Prunella vulgaris,0
h4,2011-08-13,telu,Trifolium pratense,0
h4,2011-08-22,pasc,Carlina vulgaris,1
h4,2011-08-22,pasc,Centaurea jacea,0
h4,2011-08-22,pasc,Gentiana asclepiadea,0
h4,2011-08-22,pasc,Trifolium pratense,1
h4,2011-08-22,prat,Carlina vulgaris,0
h4,2011-08-22,prat,Centaurea jacea,0
h4,2011-08-22,prat,Gentiana asclepiadea,1
h4,2011-08-22,prat,Trifolium pratense,0
h4,2011-08-22,soro,Carlina vulgaris,0
h4,2011-08-22,soro,Centaurea jacea,2
h4,2011-08-22,soro,Gentiana asclepiadea,0
h4,2011-08-22,soro,Trifolium pratense,0
h4,2011-08-22,telu,Carlina vulgaris,0
h4,2011-08-22,telu,Centaurea jacea,1
h4,2011-08-22,telu,Gentiana asclepiadea,0
h4,2011-08-22,telu,Trifolium pratense,0
h4,2011-08-22,wurf,Carlina vulgaris,0
h4,2011-08-22,wurf,Centaurea jacea,0
h4,2011-08-22,wurf,Gentiana asclepiadea,2
h4,2011-08-22,wurf,Trifolium pratense,0
h4,2012-05-16,telu,Erica carnea,1
h4,2012-05-22,mont,Cardamine enneaphyllos,0
h4,2012-05-22,mont,Crocus albiflorus,0
h4,2012-05-22,mont,Erica carnea,1
h4,2012-05-22,mont,Soldanella alpina,0
h4,2012-05-22,mont,Tussilago farfara,0
h4,2012-05-22,pasc,Cardamine enneaphyllos,1
h4,2012-05-22,pasc,Crocus albiflorus,2
h4,2012-05-22,pasc,Erica carnea,0
h4,2012-05-22,pasc,Soldanella alpina,0
h4,2012-05-22,pasc,Tussilago farfara,0
h4,2012-05-22,prat,Cardamine enneaphyllos,0
h4,2012-05-22,prat,Crocus albiflorus,2
h4,2012-05-22,prat,Crocus albiflorus,4
h4,2012-05-22,prat,Erica carnea,3
h4,2012-05-22,prat,Soldanella alpina,0
h4,2012-05-22,prat,Tussilago farfara,1
h4,2012-05-22,psit,Cardamine enneaphyllos,0
h4,2012-05-22,psit,Crocus albiflorus,0
h4,2012-05-22,psit,Erica carnea,2
h4,2012-05-22,psit,Erica carnea,5
h4,2012-05-22,psit,Soldanella alpina,0
h4,2012-05-22,psit,Tussilago farfara,0
h4,2012-05-22,soro,Cardamine enneaphyllos,0
h4,2012-05-22,soro,Crocus albiflorus,0
h4,2012-05-22,soro,Erica carnea,1
h4,2012-05-22,soro,Soldanella alpina,1
h4,2012-05-22,soro,Tussilago farfara,0
h4,2012-05-22,telu,Cardamine enneaphyllos,0
h4,2012-05-22,telu,Crocus albiflorus,1
h4,2012-05-22,telu,Crocus albiflorus,1
h4,2012-05-22,telu,Erica carnea,16
h4,2012-05-22,telu,Erica carnea,11
h4,2012-05-22,telu,Soldanella alpina,0
h4,2012-05-22,telu,Tussilago farfara,0
h4,2012-05-22,wurf,Cardamine enneaphyllos,0
h4,2012-05-22,wurf,Crocus albiflorus,1
h4,2012-05-22,wurf,Erica carnea,0
h4,2012-05-22,wurf,Soldanella alpina,1
h4,2012-05-22,wurf,Tussilago farfara,0
h4,2012-05-28,pasc,Cardamine enneaphyllos,0
h4,2012-05-28,pasc,Erica carnea,0
h4,2012-05-28,pasc,Polygala chamaebuxus,0
h4,2012-05-28,pasc,Primula elatior,1
h4,2012-05-28,pasc,Soldanella alpina,0
h4,2012-05-28,prat,Cardamine enneaphyllos,1
h4,2012-05-28,prat,Erica carnea,0
h4,2012-05-28,prat,Polygala chamaebuxus,0
h4,2012-05-28,prat,Primula elatior,0
h4,2012-05-28,prat,Soldanella alpina,1
h4,2012-05-28,psit,Cardamine enneaphyllos,0
h4,2012-05-28,psit,Erica carnea,3
h4,2012-05-28,psit,Polygala chamaebuxus,0
h4,2012-05-28,psit,Primula elatior,0
