site,date,bb.sp,plant.sp,visits
wmb2,2012-07-21,pasc,Anthyllis vulneraria,0
wmb2,2012-07-21,pasc,Prunella vulgaris,1
wmb2,2012-07-21,pasc,Rhinanthus alectorolophus,0
wmb2,2012-07-21,pasc,Rhinanthus glacialis,0
wmb2,2012-07-21,pasc,Soldanella alpina,0
wmb2,2012-07-21,prat,Anthyllis vulneraria,0
wmb2,2012-07-21,prat,Prunella vulgaris,1
wmb2,2012-07-21,prat,Rhinanthus alectorolophus,1
wmb2,2012-07-21,prat,Rhinanthus glacialis,1
wmb2,2012-07-21,prat,Soldanella alpina,0
wmb2,2012-07-21,soro,Anthyllis vulneraria,0
wmb2,2012-07-21,soro,Prunella vulgaris,0
wmb2,2012-07-21,soro,Rhinanthus alectorolophus,0
wmb2,2012-07-21,soro,Rhinanthus glacialis,0
wmb2,2012-07-21,soro,Soldanella alpina,1
wmb2,2012-07-21,telu,Anthyllis vulneraria,0
wmb2,2012-07-21,telu,Prunella vulgaris,1
wmb2,2012-07-21,telu,Rhinanthus alectorolophus,0
wmb2,2012-07-21,telu,Rhinanthus glacialis,0
wmb2,2012-07-21,telu,Soldanella alpina,0
wmb2,2012-07-21,wurf,Anthyllis vulneraria,2
wmb2,2012-07-21,wurf,Prunella vulgaris,0
wmb2,2012-07-21,wurf,Rhinanthus alectorolophus,0
wmb2,2012-07-21,wurf,Rhinanthus glacialis,1
wmb2,2012-07-21,wurf,Soldanella alpina,0
wmb2,2012-07-27,hort,Campanula scheuchzeri,0
wmb2,2012-07-27,hort,Origanum vulgare,0
wmb2,2012-07-27,hort,Prunella vulgaris,0
wmb2,2012-07-27,hort,Rhinanthus glacialis,2
wmb2,2012-07-27,hort,Trifolium pratense,1
wmb2,2012-07-27,pasc,Campanula scheuchzeri,0
wmb2,2012-07-27,pasc,Origanum vulgare,0
wmb2,2012-07-27,pasc,Prunella vulgaris,0
wmb2,2012-07-27,pasc,Rhinanthus glacialis,1
wmb2,2012-07-27,pasc,Trifolium pratense,3
wmb2,2012-07-27,prat,Campanula scheuchzeri,1
wmb2,2012-07-27,prat,Origanum vulgare,0
wmb2,2012-07-27,prat,Prunella vulgaris,3
wmb2,2012-07-27,prat,Rhinanthus glacialis,5
wmb2,2012-07-27,prat,Trifolium pratense,0
wmb2,2012-07-27,telu,Campanula scheuchzeri,0
wmb2,2012-07-27,telu,Origanum vulgare,0
wmb2,2012-07-27,telu,Prunella vulgaris,0
wmb2,2012-07-27,telu,Rhinanthus glacialis,2
wmb2,2012-07-27,telu,Trifolium pratense,0
wmb2,2012-07-27,wurf,Campanula scheuchzeri,0
wmb2,2012-07-27,wurf,Origanum vulgare,1
wmb2,2012-07-27,wurf,Prunella vulgaris,0
wmb2,2012-07-27,wurf,Rhinanthus glacialis,6
wmb2,2012-07-27,wurf,Trifolium pratense,2
wmb2,2012-07-29,hort,Lotus corniculatus,1
wmb2,2012-07-29,hort,Rhinanthus glacialis,2
wmb2,2012-07-29,hort,Salvia verticillata,0
wmb2,2012-07-29,hort,Trifolium pratense,0
wmb2,2012-07-29,lapi,Lotus corniculatus,0
wmb2,2012-07-29,lapi,Rhinanthus glacialis,1
wmb2,2012-07-29,lapi,Salvia verticillata,0
wmb2,2012-07-29,lapi,Trifolium pratense,0
wmb2,2012-07-29,pasc,Lotus corniculatus,1
wmb2,2012-07-29,pasc,Rhinanthus glacialis,0
wmb2,2012-07-29,pasc,Salvia verticillata,1
wmb2,2012-07-29,pasc,Trifolium pratense,1
wmb2,2012-07-29,telu,Lotus corniculatus,0
wmb2,2012-07-29,telu,Rhinanthus glacialis,1
wmb2,2012-07-29,telu,Salvia verticillata,0
wmb2,2012-07-29,telu,Trifolium pratense,0
wmb2,2012-07-29,wurf,Lotus corniculatus,0
wmb2,2012-07-29,wurf,Rhinanthus glacialis,6
wmb2,2012-07-29,wurf,Salvia verticillata,0
wmb2,2012-07-29,wurf,Trifolium pratense,1
wmb2,2012-08-03,hort,Clinopodium vulgare,0
wmb2,2012-08-03,hort,Galeopsis tetrahit,1
wmb2,2012-08-03,hort,Rhinanthus glacialis,1
wmb2,2012-08-03,hort,Trifolium pratense,0
wmb2,2012-08-03,pasc,Clinopodium vulgare,1
wmb2,2012-08-03,pasc,Galeopsis tetrahit,0
wmb2,2012-08-03,pasc,Rhinanthus glacialis,1
wmb2,2012-08-03,pasc,Trifolium pratense,1
wmb2,2012-08-03,wurf,Clinopodium vulgare,0
wmb2,2012-08-03,wurf,Galeopsis tetrahit,0
wmb2,2012-08-03,wurf,Rhinanthus glacialis,2
wmb2,2012-08-03,wurf,Trifolium pratense,0
wmb2,2012-08-12,hort,Clinopodium vulgare,0
wmb2,2012-08-12,hort,Origanum vulgare,0
wmb2,2012-08-12,hort,Rhinanthus glacialis,1
wmb2,2012-08-12,hort,Trifolium pratense,0
wmb2,2012-08-12,pasc,Clinopodium vulgare,3
wmb2,2012-08-12,pasc,Origanum vulgare,2
wmb2,2012-08-12,pasc,Rhinanthus glacialis,1
wmb2,2012-08-12,pasc,Trifolium pratense,1
wmb2,2012-08-12,prat,Clinopodium vulgare,0
wmb2,2012-08-12,prat,Origanum vulgare,1
wmb2,2012-08-12,prat,Rhinanthus glacialis,0
wmb2,2012-08-12,prat,Trifolium pratense,0
wmb2,2012-08-12,soro,Clinopodium vulgare,0
wmb2,2012-08-12,soro,Origanum vulgare,1
wmb2,2012-08-12,soro,Rhinanthus glacialis,0
wmb2,2012-08-12,soro,Trifolium pratense,0
wmb2,2012-08-16,pasc,Clinopodium vulgare,1
wmb2,2012-08-16,pasc,Euphrasia rostkoviana,1
wmb2,2012-08-16,pasc,Galeopsis tetrahit,0
wmb2,2012-08-16,pasc,Gentiana asclepiadea,0
wmb2,2012-08-16,pasc,Origanum vulgare,1
wmb2,2012-08-16,pasc,Rhinanthus glacialis,5
wmb2,2012-08-16,pasc,Salvia glutinosa,0
wmb2,2012-08-16,pasc,Trifolium pratense,1
wmb2,2012-08-16,prat,Clinopodium vulgare,1
wmb2,2012-08-16,prat,Euphrasia rostkoviana,0
wmb2,2012-08-16,prat,Galeopsis tetrahit,0
wmb2,2012-08-16,prat,Gentiana asclepiadea,0
wmb2,2012-08-16,prat,Origanum vulgare,1
wmb2,2012-08-16,prat,Rhinanthus glacialis,1
wmb2,2012-08-16,prat,Salvia glutinosa,0
wmb2,2012-08-16,prat,Trifolium pratense,0
wmb2,2012-08-16,soro,Clinopodium vulgare,0
wmb2,2012-08-16,soro,Euphrasia rostkoviana,0
wmb2,2012-08-16,soro,Galeopsis tetrahit,0
wmb2,2012-08-16,soro,Gentiana asclepiadea,1
wmb2,2012-08-16,soro,Origanum vulgare,0
wmb2,2012-08-16,soro,Rhinanthus glacialis,0
wmb2,2012-08-16,soro,Salvia glutinosa,0
wmb2,2012-08-16,soro,Trifolium pratense,0
wmb2,2012-08-16,wurf,Clinopodium vulgare,0
wmb2,2012-08-16,wurf,Euphrasia rostkoviana,0
wmb2,2012-08-16,wurf,Galeopsis tetrahit,1
wmb2,2012-08-16,wurf,Gentiana asclepiadea,0
wmb2,2012-08-16,wurf,Origanum vulgare,0
wmb2,2012-08-16,wurf,Rhinanthus glacialis,4
wmb2,2012-08-16,wurf,Salvia glutinosa,1
wmb2,2012-08-16,wurf,Trifolium pratense,0
wmb2,2012-08-22,pasc,Clinopodium vulgare,1
wmb2,2012-08-22,pasc,Euphrasia rostkoviana,1
wmb2,2012-08-22,pasc,Galeopsis tetrahit,0
wmb2,2012-08-22,pasc,Gentiana asclepiadea,0
wmb2,2012-08-22,pasc,Origanum vulgare,1
wmb2,2012-08-22,pasc,Rhinanthus glacialis,5
wmb2,2012-08-22,pasc,Salvia glutinosa,0
wmb2,2012-08-22,pasc,Trifolium pratense,1
wmb2,2012-08-22,prat,Clinopodium vulgare,1
wmb2,2012-08-22,prat,Euphrasia rostkoviana,0
wmb2,2012-08-22,prat,Galeopsis tetrahit,0
wmb2,2012-08-22,prat,Gentiana asclepiadea,0
wmb2,2012-08-22,prat,Origanum vulgare,1
wmb2,2012-08-22,prat,Rhinanthus glacialis,1
wmb2,2012-08-22,prat,Salvia glutinosa,0
wmb2,2012-08-22,prat,Trifolium pratense,0
wmb2,2012-08-22,soro,Clinopodium vulgare,0
wmb2,2012-08-22,soro,Euphrasia rostkoviana,0
wmb2,2012-08-22,soro,Galeopsis tetrahit,0
wmb2,2012-08-22,soro,Gentiana asclepiadea,1
wmb2,2012-08-22,soro,Origanum vulgare,0
wmb2,2012-08-22,soro,Rhinanthus glacialis,0
wmb2,2012-08-22,soro,Salvia glutinosa,0
wmb2,2012-08-22,soro,Trifolium pratense,0
wmb2,2012-08-22,wurf,Clinopodium vulgare,0
wmb2,2012-08-22,wurf,Euphrasia rostkoviana,0
wmb2,2012-08-22,wurf,Galeopsis tetrahit,1
wmb2,2012-08-22,wurf,Gentiana asclepiadea,0
wmb2,2012-08-22,wurf,Origanum vulgare,0
wmb2,2012-08-22,wurf,Rhinanthus glacialis,4
wmb2,2012-08-22,wurf,Salvia glutinosa,1
wmb2,2012-08-22,wurf,Trifolium pratense,0
wmb2,2012-08-28,gers,Anthyllis vulneraria,0
wmb2,2012-08-28,gers,Centaurea jacea,0
wmb2,2012-08-28,gers,Clinopodium vulgare,0
wmb2,2012-08-28,gers,Gentiana asclepiadea,2
wmb2,2012-08-28,gers,Hypericum maculatum,0
wmb2,2012-08-28,gers,Origanum vulgare,0
wmb2,2012-08-28,gers,Prunella vulgaris,0
wmb2,2012-08-28,gers,Rhinanthus glacialis,0
wmb2,2012-08-28,gers,Salvia glutinosa,0
wmb2,2012-08-28,gers,Trifolium pratense,0
wmb2,2012-08-28,hort,Anthyllis vulneraria,0
wmb2,2012-08-28,hort,Centaurea jacea,0
wmb2,2012-08-28,hort,Clinopodium vulgare,1
wmb2,2012-08-28,hort,Gentiana asclepiadea,0
wmb2,2012-08-28,hort,Hypericum maculatum,0
wmb2,2012-08-28,hort,Origanum vulgare,0
wmb2,2012-08-28,hort,Prunella vulgaris,0
wmb2,2012-08-28,hort,Rhinanthus glacialis,1
wmb2,2012-08-28,hort,Salvia glutinosa,1
wmb2,2012-08-28,hort,Trifolium pratense,0
wmb2,2012-08-28,pasc,Anthyllis vulneraria,0
wmb2,2012-08-28,pasc,Centaurea jacea,1
wmb2,2012-08-28,pasc,Clinopodium vulgare,5
wmb2,2012-08-28,pasc,Gentiana asclepiadea,2
wmb2,2012-08-28,pasc,Hypericum maculatum,1
wmb2,2012-08-28,pasc,Origanum vulgare,1
wmb2,2012-08-28,pasc,Prunella vulgaris,1
wmb2,2012-08-28,pasc,Rhinanthus glacialis,1
wmb2,2012-08-28,pasc,Salvia glutinosa,0
wmb2,2012-08-28,pasc,Trifolium pratense,2
wmb2,2012-08-28,soro,Anthyllis vulneraria,0
wmb2,2012-08-28,soro,Centaurea jacea,0
wmb2,2012-08-28,soro,Clinopodium vulgare,0
wmb2,2012-08-28,soro,Gentiana asclepiadea,1
wmb2,2012-08-28,soro,Hypericum maculatum,0
wmb2,2012-08-28,soro,Origanum vulgare,0
wmb2,2012-08-28,soro,Prunella vulgaris,0
wmb2,2012-08-28,soro,Rhinanthus glacialis,0
wmb2,2012-08-28,soro,Salvia glutinosa,0
wmb2,2012-08-28,soro,Trifolium pratense,0
wmb2,2012-08-28,wurf,Anthyllis vulneraria,1
wmb2,2012-08-28,wurf,Centaurea jacea,0
wmb2,2012-08-28,wurf,Clinopodium vulgare,0
wmb2,2012-08-28,wurf,Gentiana asclepiadea,2
wmb2,2012-08-28,wurf,Hypericum maculatum,0
wmb2,2012-08-28,wurf,Origanum vulgare,0
wmb2,2012-08-28,wurf,Prunella vulgaris,0
wmb2,2012-08-28,wurf,Rhinanthus glacialis,7
wmb2,2012-08-28,wurf,Salvia glutinosa,0
wmb2,2012-08-28,wurf,Trifolium pratense,0
wmb2,2012-08-31,pasc,Centaurea jacea,1
wmb2,2012-08-31,pasc,Clinopodium vulgare,1
wmb2,2012-08-31,pasc,Euphrasia rostkoviana,1
wmb2,2012-08-31,pasc,Gentiana asclepiadea,1
wmb2,2012-08-31,pasc,Lotus corniculatus,1
wmb2,2012-08-31,pasc,Rhinanthus glacialis,2
wmb2,2012-08-31,pasc,Salvia glutinosa,0
wmb2,2012-08-31,pasc,Trifolium pratense,1
wmb2,2012-08-31,prat,Centaurea jacea,0
wmb2,2012-08-31,prat,Clinopodium vulgare,0
wmb2,2012-08-31,prat,Euphrasia rostkoviana,1
wmb2,2012-08-31,prat,Gentiana asclepiadea,0
wmb2,2012-08-31,prat,Lotus corniculatus,0
wmb2,2012-08-31,prat,Rhinanthus glacialis,0
wmb2,2012-08-31,prat,Salvia glutinosa,0
wmb2,2012-08-31,prat,Trifolium pratense,0
wmb2,2012-08-31,wurf,Centaurea jacea,0
wmb2,2012-08-31,wurf,Clinopodium vulgare,0
wmb2,2012-08-31,wurf,Euphrasia rostkoviana,0
wmb2,2012-08-31,wurf,Gentiana asclepiadea,0
wmb2,2012-08-31,wurf,Lotus corniculatus,0
wmb2,2012-08-31,wurf,Rhinanthus glacialis,2
wmb2,2012-08-31,wurf,Salvia glutinosa,3
wmb2,2012-08-31,wurf,Trifolium pratense,0
wmb2,2012-09-06,hort,Cirsium arvense,0
wmb2,2012-09-06,hort,Clinopodium vulgare,0
wmb2,2012-09-06,hort,Euphrasia rostkoviana,0
wmb2,2012-09-06,hort,Galeopsis tetrahit,0
wmb2,2012-09-06,hort,Gentianella ciliata,0
wmb2,2012-09-06,hort,Origanum vulgare,0
wmb2,2012-09-06,hort,Prunella vulgaris,0
wmb2,2012-09-06,hort,Rhinanthus glacialis,0
wmb2,2012-09-06,hort,Salvia glutinosa,1
wmb2,2012-09-06,hort,Trifolium pratense,1
wmb2,2012-09-06,pasc,Cirsium arvense,0
wmb2,2012-09-06,pasc,Clinopodium vulgare,1
wmb2,2012-09-06,pasc,Euphrasia rostkoviana,4
wmb2,2012-09-06,pasc,Galeopsis tetrahit,1
wmb2,2012-09-06,pasc,Gentianella ciliata,0
wmb2,2012-09-06,pasc,Origanum vulgare,1
wmb2,2012-09-06,pasc,Prunella vulgaris,3
wmb2,2012-09-06,pasc,Rhinanthus glacialis,0
wmb2,2012-09-06,pasc,Salvia glutinosa,0
wmb2,2012-09-06,pasc,Trifolium pratense,0
wmb2,2012-09-06,soro,Cirsium arvense,1
wmb2,2012-09-06,soro,Clinopodium vulgare,2
wmb2,2012-09-06,soro,Euphrasia rostkoviana,0
wmb2,2012-09-06,soro,Galeopsis tetrahit,0
wmb2,2012-09-06,soro,Gentianella ciliata,0
wmb2,2012-09-06,soro,Origanum vulgare,0
wmb2,2012-09-06,soro,Prunella vulgaris,0
wmb2,2012-09-06,soro,Rhinanthus glacialis,0
wmb2,2012-09-06,soro,Salvia glutinosa,0
wmb2,2012-09-06,soro,Trifolium pratense,0
wmb2,2012-09-06,wurf,Cirsium arvense,0
wmb2,2012-09-06,wurf,Clinopodium vulgare,0
wmb2,2012-09-06,wurf,Euphrasia rostkoviana,0
wmb2,2012-09-06,wurf,Galeopsis tetrahit,0
wmb2,2012-09-06,wurf,Gentianella ciliata,1
wmb2,2012-09-06,wurf,Origanum vulgare,0
wmb2,2012-09-06,wurf,Prunella vulgaris,0
wmb2,2012-09-06,wurf,Rhinanthus glacialis,3
wmb2,2012-09-06,wurf,Salvia glutinosa,0
wmb2,2012-09-06,wurf,Trifolium pratense,0
wmb3,2010-06-25,hort,Ajuga reptans,2
wmb3,2010-06-25,hort,Geum rivale,1
wmb3,2010-06-25,hort,Lamium galeobdolon,0
wmb3,2010-06-25,hort,Lotus corniculatus,0
wmb3,2010-06-25,hort,Polygonatum verticillatum,0
wmb3,2010-06-25,hort,Silene dioica,0
wmb3,2010-06-25,prat,Ajuga reptans,1
wmb3,2010-06-25,prat,Geum rivale,7
wmb3,2010-06-25,prat,Lamium galeobdolon,1
wmb3,2010-06-25,prat,Lotus corniculatus,0
wmb3,2010-06-25,prat,Polygonatum verticillatum,1
wmb3,2010-06-25,prat,Silene dioica,1
wmb3,2010-06-25,soro,Ajuga reptans,1
wmb3,2010-06-25,soro,Geum rivale,1
wmb3,2010-06-25,soro,Lamium galeobdolon,0
wmb3,2010-06-25,soro,Lotus corniculatus,0
wmb3,2010-06-25,soro,Polygonatum verticillatum,0
wmb3,2010-06-25,soro,Silene dioica,0
wmb3,2010-06-25,wurf,Ajuga reptans,2
wmb3,2010-06-25,wurf,Geum rivale,0
wmb3,2010-06-25,wurf,Lamium galeobdolon,0
wmb3,2010-06-25,wurf,Lotus corniculatus,1
wmb3,2010-06-25,wurf,Polygonatum verticillatum,0
wmb3,2010-06-25,wurf,Silene dioica,0
wmb3,2010-07-09,hort,Phyteuma orbiculare,0
wmb3,2010-07-09,hort,Rhinanthus glacialis,0
wmb3,2010-07-09,hort,Thymus praecox,0
wmb3,2010-07-09,hort,Trifolium pratense,1
wmb3,2010-07-09,prat,Phyteuma orbiculare,2
wmb3,2010-07-09,prat,Rhinanthus glacialis,0
wmb3,2010-07-09,prat,Thymus praecox,0
wmb3,2010-07-09,prat,Trifolium pratense,0
wmb3,2010-07-09,soro,Phyteuma orbiculare,2
wmb3,2010-07-09,soro,Rhinanthus glacialis,0
wmb3,2010-07-09,soro,Thymus praecox,0
wmb3,2010-07-09,soro,Trifolium pratense,0
wmb3,2010-07-09,telu,Phyteuma orbiculare,0
wmb3,2010-07-09,telu,Rhinanthus glacialis,2
wmb3,2010-07-09,telu,Thymus praecox,1
wmb3,2010-07-09,telu,Trifolium pratense,0
wmb3,2010-07-09,wurf,Phyteuma orbiculare,1
wmb3,2010-07-09,wurf,Rhinanthus glacialis,3
wmb3,2010-07-09,wurf,Thymus praecox,0
wmb3,2010-07-09,wurf,Trifolium pratense,0
wmb3,2010-07-15,hort,Hypericum maculatum,0
wmb3,2010-07-15,hort,Rhinanthus glacialis,1
wmb3,2010-07-15,hort,Solidago virgaurea,0
wmb3,2010-07-15,hort,Trifolium pratense,2
wmb3,2010-07-15,hort,Vicia cracca,0
wmb3,2010-07-15,hort,Vicia sepium,0
wmb3,2010-07-15,pasc,Hypericum maculatum,0
wmb3,2010-07-15,pasc,Rhinanthus glacialis,0
wmb3,2010-07-15,pasc,Solidago virgaurea,0
wmb3,2010-07-15,pasc,Trifolium pratense,0
wmb3,2010-07-15,pasc,Vicia cracca,1
wmb3,2010-07-15,pasc,Vicia sepium,1
wmb3,2010-07-15,prat,Hypericum maculatum,0
wmb3,2010-07-15,prat,Rhinanthus glacialis,1
wmb3,2010-07-15,prat,Solidago virgaurea,1
wmb3,2010-07-15,prat,Trifolium pratense,0
wmb3,2010-07-15,prat,Vicia cracca,0
wmb3,2010-07-15,prat,Vicia sepium,0
wmb3,2010-07-15,soro,Hypericum maculatum,0
wmb3,2010-07-15,soro,Rhinanthus glacialis,0
wmb3,2010-07-15,soro,Solidago virgaurea,1
wmb3,2010-07-15,soro,Trifolium pratense,0
wmb3,2010-07-15,soro,Vicia cracca,0
wmb3,2010-07-15,soro,Vicia sepium,0
wmb3,2010-07-15,telu,Hypericum maculatum,1
wmb3,2010-07-15,telu,Rhinanthus glacialis,6
wmb3,2010-07-15,telu,Solidago virgaurea,1
wmb3,2010-07-15,telu,Trifolium pratense,1
wmb3,2010-07-15,telu,Vicia cracca,0
wmb3,2010-07-15,telu,Vicia sepium,0
wmb3,2010-07-15,wurf,Hypericum maculatum,0
wmb3,2010-07-15,wurf,Rhinanthus glacialis,3
wmb3,2010-07-15,wurf,Solidago virgaurea,0
wmb3,2010-07-15,wurf,Trifolium pratense,2
wmb3,2010-07-15,wurf,Vicia cracca,0
wmb3,2010-07-15,wurf,Vicia sepium,1
wmb3,2010-08-03,muci,Carduus defloratus,0
wmb3,2010-08-03,muci,Clinopodium vulgare,0
wmb3,2010-08-03,muci,Rhinanthus glacialis,1
wmb3,2010-08-03,muci,Trifolium pratense,0
wmb3,2010-08-03,muci,Vicia cracca,0
wmb3,2010-08-03,pasc,Carduus defloratus,1
wmb3,2010-08-03,pasc,Clinopodium vulgare,2
wmb3,2010-08-03,pasc,Rhinanthus glacialis,4
wmb3,2010-08-03,pasc,Trifolium pratense,1
wmb3,2010-08-03,pasc,Vicia cracca,0
wmb3,2010-08-03,wurf,Carduus defloratus,0
wmb3,2010-08-03,wurf,Clinopodium vulgare,0
wmb3,2010-08-03,wurf,Rhinanthus glacialis,12
wmb3,2010-08-03,wurf,Trifolium pratense,0
wmb3,2010-08-03,wurf,Vicia cracca,2
wmb3,2010-08-24,pasc,Carduus defloratus,2
wmb3,2010-08-24,pasc,Gentiana asclepiadea,7
wmb3,2010-08-24,pasc,Rhinanthus glacialis,1
wmb3,2010-08-24,prat,Carduus defloratus,0
wmb3,2010-08-24,prat,Gentiana asclepiadea,1
wmb3,2010-08-24,prat,Rhinanthus glacialis,0
wmb3,2010-08-24,soro,Carduus defloratus,0
wmb3,2010-08-24,soro,Gentiana asclepiadea,7
wmb3,2010-08-24,soro,Rhinanthus glacialis,0
wmb3,2010-08-27,gers,Gentiana asclepiadea,1
wmb3,2010-08-27,gers,Rhinanthus glacialis,0
wmb3,2010-08-27,pasc,Gentiana asclepiadea,11
wmb3,2010-08-27,pasc,Rhinanthus glacialis,0
wmb3,2010-08-27,prat,Gentiana asclepiadea,1
wmb3,2010-08-27,prat,Rhinanthus glacialis,0
wmb3,2010-08-27,soro,Gentiana asclepiadea,1
wmb3,2010-08-27,soro,Rhinanthus glacialis,0
wmb3,2010-08-27,wurf,Gentiana asclepiadea,2
wmb3,2010-08-27,wurf,Rhinanthus glacialis,1
wmb3,2011-05-27,hort,Ajuga reptans,7
wmb3,2011-05-27,hort,Geum rivale,1
wmb3,2011-05-27,hort,Lamium maculatum,0
wmb3,2011-05-27,hort,Lotus corniculatus,0
wmb3,2011-05-27,hort,Polygala chamaebuxus,0
wmb3,2011-05-27,pasc,Ajuga reptans,1
wmb3,2011-05-27,pasc,Geum rivale,1
wmb3,2011-05-27,pasc,Lamium maculatum,0
wmb3,2011-05-27,pasc,Lotus corniculatus,0
wmb3,2011-05-27,pasc,Polygala chamaebuxus,1
wmb3,2011-05-27,wurf,Ajuga reptans,3
wmb3,2011-05-27,wurf,Geum rivale,0
wmb3,2011-05-27,wurf,Lamium maculatum,1
wmb3,2011-05-27,wurf,Lotus corniculatus,1
wmb3,2011-05-27,wurf,Polygala chamaebuxus,0
wmb3,2011-06-01,hort,Ajuga reptans,9
wmb3,2011-06-01,hort,Geum rivale,2
wmb3,2011-06-01,hort,Lotus corniculatus,0
wmb3,2011-06-01,hort,Polygala chamaebuxus,0
wmb3,2011-06-01,pasc,Ajuga reptans,3
wmb3,2011-06-01,pasc,Geum rivale,2
wmb3,2011-06-01,pasc,Lotus corniculatus,1
wmb3,2011-06-01,pasc,Polygala chamaebuxus,0
wmb3,2011-06-01,prat,Ajuga reptans,0
wmb3,2011-06-01,prat,Geum rivale,1
wmb3,2011-06-01,prat,Lotus corniculatus,0
wmb3,2011-06-01,prat,Polygala chamaebuxus,0
wmb3,2011-06-01,wurf,Ajuga reptans,3
wmb3,2011-06-01,wurf,Geum rivale,0
wmb3,2011-06-01,wurf,Lotus corniculatus,1
wmb3,2011-06-01,wurf,Polygala chamaebuxus,1
wmb3,2011-06-07,jone,Ajuga reptans,3
wmb3,2011-06-07,jone,Aposeris foetida,0
wmb3,2011-06-07,jone,Chaerophyllum hirsutum,0
wmb3,2011-06-07,jone,Geranium sylvaticum,0
wmb3,2011-06-07,jone,Geum rivale,3
wmb3,2011-06-07,jone,Lamium galeobdolon,0
wmb3,2011-06-07,jone,Silene dioica,0
wmb3,2011-06-07,jone,Thalictrum aquilegiifolium,0
wmb3,2011-06-07,jone,Vaccinium vitis-idaea,0
wmb3,2011-06-07,jone,Veronica chamaedrys,0
wmb3,2011-06-07,pasc,Ajuga reptans,1
wmb3,2011-06-07,pasc,Aposeris foetida,0
wmb3,2011-06-07,pasc,Chaerophyllum hirsutum,0
wmb3,2011-06-07,pasc,Geranium sylvaticum,0
wmb3,2011-06-07,pasc,Geum rivale,0
wmb3,2011-06-07,pasc,Lamium galeobdolon,0
wmb3,2011-06-07,pasc,Silene dioica,0
wmb3,2011-06-07,pasc,Thalictrum aquilegiifolium,0
wmb3,2011-06-07,pasc,Vaccinium vitis-idaea,0
wmb3,2011-06-07,pasc,Veronica chamaedrys,0
wmb3,2011-06-07,prat,Ajuga reptans,0
wmb3,2011-06-07,prat,Aposeris foetida,2
wmb3,2011-06-07,prat,Chaerophyllum hirsutum,0
wmb3,2011-06-07,prat,Geranium sylvaticum,0
wmb3,2011-06-07,prat,Geum rivale,6
wmb3,2011-06-07,prat,Lamium galeobdolon,3
wmb3,2011-06-07,prat,Silene dioica,1
wmb3,2011-06-07,prat,Thalictrum aquilegiifolium,0
wmb3,2011-06-07,prat,Vaccinium vitis-idaea,1
wmb3,2011-06-07,prat,Veronica chamaedrys,1
wmb3,2011-06-07,soro,Ajuga reptans,0
wmb3,2011-06-07,soro,Aposeris foetida,0
wmb3,2011-06-07,soro,Chaerophyllum hirsutum,0
wmb3,2011-06-07,soro,Geranium sylvaticum,1
wmb3,2011-06-07,soro,Geum rivale,0
wmb3,2011-06-07,soro,Lamium galeobdolon,0
wmb3,2011-06-07,soro,Silene dioica,0
wmb3,2011-06-07,soro,Thalictrum aquilegiifolium,0
wmb3,2011-06-07,soro,Vaccinium vitis-idaea,0
wmb3,2011-06-07,soro,Veronica chamaedrys,0
wmb3,2011-06-07,telu,Ajuga reptans,0
wmb3,2011-06-07,telu,Aposeris foetida,0
wmb3,2011-06-07,telu,Chaerophyllum hirsutum,2
wmb3,2011-06-07,telu,Geranium sylvaticum,0
wmb3,2011-06-07,telu,Geum rivale,0
wmb3,2011-06-07,telu,Lamium galeobdolon,0
wmb3,2011-06-07,telu,Silene dioica,0
wmb3,2011-06-07,telu,Thalictrum aquilegiifolium,1
wmb3,2011-06-07,telu,Vaccinium vitis-idaea,0
wmb3,2011-06-07,telu,Veronica chamaedrys,0
wmb3,2011-06-11,hort,Ajuga reptans,2
wmb3,2011-06-11,hort,Aposeris foetida,0
wmb3,2011-06-11,hort,Chaerophyllum hirsutum,0
wmb3,2011-06-11,hort,Geranium sylvaticum,0
wmb3,2011-06-11,hort,Geum rivale,1
wmb3,2011-06-11,hort,Lotus corniculatus,0
wmb3,2011-06-11,hort,Phyteuma orbiculare,0
wmb3,2011-06-11,hort,Potentilla aurea,0
wmb3,2011-06-11,hort,Potentilla erecta,0
wmb3,2011-06-11,hort,Rosa canina,0
wmb3,2011-06-11,hort,Rubus idaeus,0
wmb3,2011-06-11,hort,Thymus pulegioides,0
wmb3,2011-06-11,hort,Veronica chamaedrys,0
wmb3,2011-06-11,jone,Ajuga reptans,0
wmb3,2011-06-11,jone,Aposeris foetida,0
wmb3,2011-06-11,jone,Chaerophyllum hirsutum,0
wmb3,2011-06-11,jone,Geranium sylvaticum,0
wmb3,2011-06-11,jone,Geum rivale,0
wmb3,2011-06-11,jone,Lotus corniculatus,0
wmb3,2011-06-11,jone,Phyteuma orbiculare,0
wmb3,2011-06-11,jone,Potentilla aurea,0
wmb3,2011-06-11,jone,Potentilla erecta,0
wmb3,2011-06-11,jone,Rosa canina,0
wmb3,2011-06-11,jone,Rubus idaeus,0
wmb3,2011-06-11,jone,Thymus pulegioides,0
wmb3,2011-06-11,jone,Veronica chamaedrys,1
wmb3,2011-06-11,mont,Ajuga reptans,0
wmb3,2011-06-11,mont,Aposeris foetida,1
wmb3,2011-06-11,mont,Chaerophyllum hirsutum,0
wmb3,2011-06-11,mont,Geranium sylvaticum,0
wmb3,2011-06-11,mont,Geum rivale,1
wmb3,2011-06-11,mont,Lotus corniculatus,0
