site,elev.mean,date,yday,bb.sp,ktype,visits,prop.visits,flower.cover,perc.flower.cover,bb.sp.abund,tongue,elev.mean0,yday0,prop.flower.cover0,bb.sp.abund0,visits.bin
ho5,1825,2011-06-23,174,hort,1,0,0,0.76,7.5396825396825395,1,long,1.446134818843969,-0.4090870587780832,0.5151368456110543,-0.5722460446066416,0
ho5,1825,2011-06-23,174,hort,2,0,0,0.09,0.8928571428571428,1,long,1.446134818843969,-0.4090870587780832,-0.4359934078596531,-0.5722460446066416,0
ho5,1825,2011-06-23,174,hort,3,0,0,0.02,0.1984126984126984,1,long,1.446134818843969,-0.4090870587780832,-0.5353652253864435,-0.5722460446066416,0
ho5,1825,2011-06-23,174,hort,4,0,0,0.21,2.083333333333333,1,long,1.446134818843969,-0.4090870587780832,-0.2656417206708697,-0.5722460446066416,0
ho5,1825,2011-06-23,174,hort,5,0,0,0.23,2.281746031746032,1,long,1.446134818843969,-0.4090870587780832,-0.23724977280607243,-0.5722460446066416,0
ho5,1825,2011-06-23,174,hort,6,1,1,0.09999999999999999,0.992063492063492,1,long,1.446134818843969,-0.4090870587780832,-0.4217974339272545,-0.5722460446066416,1
ho5,1825,2011-06-23,174,hort,7,0,0,0.27,2.678571428571429,1,long,1.446134818843969,-0.4090870587780832,-0.18046587707647793,-0.5722460446066416,0
ho5,1825,2011-06-23,174,lapi,1,0,0,0.76,7.5396825396825395,4,short,1.446134818843969,-0.4090870587780832,0.5151368456110543,-0.019945187319523484,0
ho5,1825,2011-06-23,174,lapi,2,0,0,0.09,0.8928571428571428,4,short,1.446134818843969,-0.4090870587780832,-0.4359934078596531,-0.019945187319523484,0
ho5,1825,2011-06-23,174,lapi,3,0,0,0.02,0.1984126984126984,4,short,1.446134818843969,-0.4090870587780832,-0.5353652253864435,-0.019945187319523484,0
ho5,1825,2011-06-23,174,lapi,4,0,0,0.21,2.083333333333333,4,short,1.446134818843969,-0.4090870587780832,-0.2656417206708697,-0.019945187319523484,0
ho5,1825,2011-06-23,174,lapi,5,0,0,0.23,2.281746031746032,4,short,1.446134818843969,-0.4090870587780832,-0.23724977280607243,-0.019945187319523484,0
ho5,1825,2011-06-23,174,lapi,6,4,1,0.09999999999999999,0.992063492063492,4,short,1.446134818843969,-0.4090870587780832,-0.4217974339272545,-0.019945187319523484,1
ho5,1825,2011-06-23,174,lapi,7,0,0,0.27,2.678571428571429,4,short,1.446134818843969,-0.4090870587780832,-0.18046587707647793,-0.019945187319523484,0
ho5,1825,2011-06-23,174,mend,1,0,0,0.76,7.5396825396825395,1,long,1.446134818843969,-0.4090870587780832,0.5151368456110543,-0.5722460446066416,0
ho5,1825,2011-06-23,174,mend,2,0,0,0.09,0.8928571428571428,1,long,1.446134818843969,-0.4090870587780832,-0.4359934078596531,-0.5722460446066416,0
ho5,1825,2011-06-23,174,mend,3,0,0,0.02,0.1984126984126984,1,long,1.446134818843969,-0.4090870587780832,-0.5353652253864435,-0.5722460446066416,0
ho5,1825,2011-06-23,174,mend,4,0,0,0.21,2.083333333333333,1,long,1.446134818843969,-0.4090870587780832,-0.2656417206708697,-0.5722460446066416,0
ho5,1825,2011-06-23,174,mend,5,1,1,0.23,2.281746031746032,1,long,1.446134818843969,-0.4090870587780832,-0.23724977280607243,-0.5722460446066416,1
ho5,1825,2011-06-23,174,mend,6,0,0,0.09999999999999999,0.992063492063492,1,long,1.446134818843969,-0.4090870587780832,-0.4217974339272545,-0.5722460446066416,0
ho5,1825,2011-06-23,174,mend,7,0,0,0.27,2.678571428571429,1,long,1.446134818843969,-0.4090870587780832,-0.18046587707647793,-0.5722460446066416,0
ho5,1825,2011-06-23,174,mont,1,1,0.16666666666666666,0.76,7.5396825396825395,6,med,1.446134818843969,-0.4090870587780832,0.5151368456110543,0.34825538420522195,1
ho5,1825,2011-06-23,174,mont,2,0,0,0.09,0.8928571428571428,6,med,1.446134818843969,-0.4090870587780832,-0.4359934078596531,0.34825538420522195,0
ho5,1825,2011-06-23,174,mont,3,0,0,0.02,0.1984126984126984,6,med,1.446134818843969,-0.4090870587780832,-0.5353652253864435,0.34825538420522195,0
ho5,1825,2011-06-23,174,mont,4,4,0.6666666666666666,0.21,2.083333333333333,6,med,1.446134818843969,-0.4090870587780832,-0.2656417206708697,0.34825538420522195,1
