site,date,bb.sp,bb.abund,elev.class,management,elev.mean,transect,lat,lon,elev.class2,year,yday,bb.annual.abund,abund.class,bb.sp.ord,clade,subgenus,bb.sp.lat,pbl.w,pbl.w.class,pbl.w.class2,pbl.w.ref,Notes,pbl.w.durieaux,notes_durieaux
wmb3,2012-06-25,hypn,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-06-25,jone,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-06-25,lapi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
wmb3,2012-06-25,mend,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
wmb3,2012-06-25,mont,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
wmb3,2012-06-25,muci,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-06-25,pasc,2,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
wmb3,2012-06-25,prat,3,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
wmb3,2012-06-25,psit,2,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-06-25,pyre,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
wmb3,2012-06-25,soro,4,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
wmb3,2012-06-25,telu,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
wmb3,2012-06-25,wurf,3,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,177,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
wmb3,2012-06-29,gers,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
wmb3,2012-06-29,hort,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
wmb3,2012-06-29,humi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
wmb3,2012-06-29,hypn,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-06-29,jone,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-06-29,lapi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
wmb3,2012-06-29,mend,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
wmb3,2012-06-29,mont,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
wmb3,2012-06-29,muci,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-06-29,pasc,2,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
wmb3,2012-06-29,prat,2,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
wmb3,2012-06-29,psit,2,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-06-29,pyre,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
wmb3,2012-06-29,soro,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
wmb3,2012-06-29,telu,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
wmb3,2012-06-29,wurf,1,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,181,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
wmb3,2012-07-10,gers,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
wmb3,2012-07-10,hort,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
wmb3,2012-07-10,humi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
wmb3,2012-07-10,hypn,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-10,jone,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-07-10,lapi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-10,mend,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
wmb3,2012-07-10,mont,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
wmb3,2012-07-10,muci,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-10,pasc,1,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
wmb3,2012-07-10,prat,1,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
wmb3,2012-07-10,psit,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-07-10,pyre,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
wmb3,2012-07-10,soro,1,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
wmb3,2012-07-10,telu,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
wmb3,2012-07-10,wurf,2,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,192,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
wmb3,2012-07-18,gers,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
wmb3,2012-07-18,hort,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
wmb3,2012-07-18,humi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
wmb3,2012-07-18,hypn,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-18,jone,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-07-18,lapi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-18,mend,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
wmb3,2012-07-18,mont,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
wmb3,2012-07-18,muci,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-18,pasc,3,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
wmb3,2012-07-18,prat,2,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
wmb3,2012-07-18,psit,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-07-18,pyre,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
wmb3,2012-07-18,soro,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
wmb3,2012-07-18,telu,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
wmb3,2012-07-18,wurf,2,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,200,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
wmb3,2012-07-20,gers,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
wmb3,2012-07-20,hort,1,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
wmb3,2012-07-20,humi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
wmb3,2012-07-20,hypn,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-20,jone,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-07-20,lapi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-20,mend,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
wmb3,2012-07-20,mont,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
wmb3,2012-07-20,muci,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-20,pasc,1,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
wmb3,2012-07-20,prat,1,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
wmb3,2012-07-20,psit,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-07-20,pyre,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
wmb3,2012-07-20,soro,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
wmb3,2012-07-20,telu,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
wmb3,2012-07-20,wurf,4,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,202,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
wmb3,2012-07-27,gers,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
wmb3,2012-07-27,hort,1,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
wmb3,2012-07-27,humi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
wmb3,2012-07-27,hypn,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-27,jone,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-07-27,lapi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-27,mend,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
wmb3,2012-07-27,mont,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
wmb3,2012-07-27,muci,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-27,pasc,4,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
wmb3,2012-07-27,prat,3,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
wmb3,2012-07-27,psit,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-07-27,pyre,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
wmb3,2012-07-27,soro,3,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
wmb3,2012-07-27,telu,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
wmb3,2012-07-27,wurf,13,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,209,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
wmb3,2012-07-29,gers,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
wmb3,2012-07-29,hort,1,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
wmb3,2012-07-29,humi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
wmb3,2012-07-29,hypn,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-29,jone,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-07-29,lapi,1,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-29,mend,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
wmb3,2012-07-29,mont,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
wmb3,2012-07-29,muci,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-07-29,pasc,9,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
wmb3,2012-07-29,prat,1,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
wmb3,2012-07-29,psit,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-07-29,pyre,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
wmb3,2012-07-29,soro,11,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
wmb3,2012-07-29,telu,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
wmb3,2012-07-29,wurf,15,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,211,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
wmb3,2012-08-03,gers,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,216,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
wmb3,2012-08-03,hort,4,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,216,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
wmb3,2012-08-03,humi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,216,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
wmb3,2012-08-03,hypn,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,216,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
wmb3,2012-08-03,jone,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,216,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
wmb3,2012-08-03,lapi,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,216,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
wmb3,2012-08-03,mend,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,216,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
wmb3,2012-08-03,mont,0,mitte,grasing,1420,Watzmann 2,47.569167,12.962033,mid,2012,216,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
