site,date,bb.sp,bb.abund,elev.class,management,elev.mean,transect,lat,lon,elev.class2,year,yday,bb.annual.abund,abund.class,bb.sp.ord,clade,subgenus,bb.sp.lat,pbl.w,pbl.w.class,pbl.w.class2,pbl.w.ref,Notes,pbl.w.durieaux,notes_durieaux
h1,2012-04-25,prat,1,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,116,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
h1,2012-04-25,psit,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,116,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
h1,2012-04-25,pyre,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,116,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
h1,2012-04-25,soro,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,116,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
h1,2012-04-25,telu,51,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,116,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
h1,2012-04-25,wurf,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,116,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
h1,2012-04-27,gers,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
h1,2012-04-27,hort,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
h1,2012-04-27,humi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
h1,2012-04-27,hypn,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
h1,2012-04-27,jone,3,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
h1,2012-04-27,lapi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
h1,2012-04-27,mend,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
h1,2012-04-27,mont,1,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
h1,2012-04-27,muci,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
h1,2012-04-27,pasc,3,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
h1,2012-04-27,prat,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
h1,2012-04-27,psit,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
h1,2012-04-27,pyre,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
h1,2012-04-27,soro,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
h1,2012-04-27,telu,45,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
h1,2012-04-27,wurf,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,118,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
h1,2012-04-28,gers,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
h1,2012-04-28,hort,3,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
h1,2012-04-28,humi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
h1,2012-04-28,hypn,1,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
h1,2012-04-28,jone,3,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
h1,2012-04-28,lapi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
h1,2012-04-28,mend,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
h1,2012-04-28,mont,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
h1,2012-04-28,muci,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
h1,2012-04-28,pasc,3,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
h1,2012-04-28,prat,7,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
h1,2012-04-28,psit,11,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
h1,2012-04-28,pyre,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
h1,2012-04-28,soro,3,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
h1,2012-04-28,telu,98,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
h1,2012-04-28,wurf,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,119,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
h1,2012-04-29,gers,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
h1,2012-04-29,hort,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
h1,2012-04-29,humi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
h1,2012-04-29,hypn,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
h1,2012-04-29,jone,5,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
h1,2012-04-29,lapi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
h1,2012-04-29,mend,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
h1,2012-04-29,mont,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
h1,2012-04-29,muci,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
h1,2012-04-29,pasc,4,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
h1,2012-04-29,prat,9,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
h1,2012-04-29,psit,11,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
h1,2012-04-29,pyre,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
h1,2012-04-29,soro,1,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
h1,2012-04-29,telu,61,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
h1,2012-04-29,wurf,3,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,120,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
h1,2012-04-30,gers,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
h1,2012-04-30,hort,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
h1,2012-04-30,humi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
h1,2012-04-30,hypn,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
h1,2012-04-30,jone,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
h1,2012-04-30,lapi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
h1,2012-04-30,mend,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
h1,2012-04-30,mont,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
h1,2012-04-30,muci,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
h1,2012-04-30,pasc,1,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
h1,2012-04-30,prat,4,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
h1,2012-04-30,psit,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
h1,2012-04-30,pyre,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
h1,2012-04-30,soro,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
h1,2012-04-30,telu,2,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
h1,2012-04-30,wurf,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,121,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
h1,2012-05-01,gers,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
h1,2012-05-01,hort,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
h1,2012-05-01,humi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
h1,2012-05-01,hypn,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
h1,2012-05-01,jone,1,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
h1,2012-05-01,lapi,1,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
h1,2012-05-01,mend,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
h1,2012-05-01,mont,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
h1,2012-05-01,muci,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
h1,2012-05-01,pasc,9,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
h1,2012-05-01,prat,8,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
h1,2012-05-01,psit,20,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
h1,2012-05-01,pyre,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
h1,2012-05-01,soro,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
h1,2012-05-01,telu,9,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
h1,2012-05-01,wurf,4,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,122,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
h1,2012-05-03,gers,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
h1,2012-05-03,hort,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
h1,2012-05-03,humi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
h1,2012-05-03,hypn,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
h1,2012-05-03,jone,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
h1,2012-05-03,lapi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
h1,2012-05-03,mend,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
h1,2012-05-03,mont,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
h1,2012-05-03,muci,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
h1,2012-05-03,pasc,7,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
h1,2012-05-03,prat,8,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
h1,2012-05-03,psit,15,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
h1,2012-05-03,pyre,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
h1,2012-05-03,soro,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
h1,2012-05-03,telu,6,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
h1,2012-05-03,wurf,1,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,124,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
h1,2012-05-06,gers,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
h1,2012-05-06,hort,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
h1,2012-05-06,humi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
h1,2012-05-06,hypn,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
h1,2012-05-06,jone,1,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
h1,2012-05-06,lapi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,23,high elev.,lapi,SF,Melanobombus,Bombus lapidarius,7,1,short,Arbetman.2017,NA,7.7,NA
h1,2012-05-06,mend,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,54,high elev.,mend,M,Mendacibombus,Bombus mendax,10.3,5,long,Durieux.2000,NA,10.26,NA
h1,2012-05-06,mont,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,42,high elev.,mont,SF,Pyrobombus,Bombus monticola,7.5,2,med,Arbetman.2017,NA,7.5,NA
h1,2012-05-06,muci,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,7,minor,muci,LF,Thoracobombus,Bombus mucidus,8,2,med,Arbetman.2017,NA,7.7,NA
h1,2012-05-06,pasc,3,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,1305,dominant,pasc,LF,Thoracobombus,Bombus pascuorum,8.4,3,med,Arbetman.2017,NA,9.15,NA
h1,2012-05-06,prat,4,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,799,dominant,prat,SF,Pyrobombus,Bombus pratorum,7.3,2,short,Arbetman.2017,NA,8,NA
h1,2012-05-06,psit,4,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,429,common,psit,LF,Psithyrus,Psithyrus,6.6,1,short,Arbetman.2017,"Tongue lengths are given only for B. silvestris and B. quadricolor, both 6.6 mm.",6.6,"Missing in Durieaux, added from Arbetman."
h1,2012-05-06,pyre,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,56,high elev.,pyre,SF,Pyrobombus,Bombus pyrenaeus,6.1,1,short,Arbetman.2017,NA,7.8,NA
h1,2012-05-06,soro,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,449,dominant,soro,K,Kallobombus,Bombus soroeensis,6.2,1,short,Arbetman.2017,NA,8,NA
h1,2012-05-06,telu,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,685,dominant,telu,SF,Bombus,Bombus telu,6.9,1,short,Arbetman.2017,"B. terrestris = 7.6, B. lucorum = 6.1, B. cryptarum not given, but observed only once.",8.2,"terr = 8.9, luc = 7.5"
h1,2012-05-06,wurf,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,127,1038,dominant,wurf,SF,Alpigenobombus,Bombus wurflenii,7.5,2,med,Arbetman.2017,NA,9,NA
h1,2012-05-08,gers,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,129,29,minor,gers,LF,Megabombus,Bombus gerstaeckeri,16.8,5,long,Obeso.1992,NA,16.8,"Missing in Durieaux, added from Obeso."
h1,2012-05-08,hort,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,129,364,common,hort,LF,Megabombus,Bombus hortorum,12.7,5,long,Arbetman.2017,NA,12.18,NA
h1,2012-05-08,humi,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,129,3,minor,humi,LF,Thoracobombus,Bombus humilis,7.9,2,med,Arbetman.2017,NA,9.1,NA
h1,2012-05-08,hypn,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,129,3,high elev.,hypn,SF,Pyrobombus,Bombus hypnorum,8.9,4,med,Arbetman.2017,NA,7.7,NA
h1,2012-05-08,jone,0,mitte,grasing,817,Hintersee,47.590633,12.836133,low,2012,129,24,common,jone,SF,Pyrobombus,Bombus jonellus,6,1,short,Arbetman.2017,NA,6,"Missing in Durieaux, added from Arbetman."
