site,date,yday,elev.mean,sp.pair,bb.sp1,bb.sp2,bb.sp1.abund,bb.sp2.abund,niche.overlap,same.class,log.bb.sp1.abund,log.bb.sp2.abund
h2,2012-08-22,235,987,pasc_soro,pasc,soro,3,3,0.5,short:med,1.0986122886681098,1.0986122886681098
h2,2012-08-22,235,987,prat_soro,prat,soro,2,3,0.4999999999999999,short:short,0.6931471805599453,1.0986122886681098
h3,2010-06-18,169,1105,pasc_wurf,pasc,wurf,1,7,0,med:med,0,1.9459101490553132
h3,2012-06-18,170,1105,pasc_psit,pasc,psit,4,1,0,short:med,1.3862943611198906,0
h3,2012-06-18,170,1105,pasc_soro,pasc,soro,4,4,0,short:med,1.3862943611198906,1.3862943611198906
h3,2012-06-18,170,1105,pasc_telu,pasc,telu,4,1,0,short:med,1.3862943611198906,0
h3,2012-06-18,170,1105,pasc_wurf,pasc,wurf,4,1,0,med:med,1.3862943611198906,0
h3,2012-06-18,170,1105,psit_soro,psit,soro,1,4,1,short:short,0,1.3862943611198906
h3,2012-06-18,170,1105,psit_telu,psit,telu,1,1,1,short:short,0,0
h3,2012-06-18,170,1105,psit_wurf,psit,wurf,1,1,0,short:med,0,0
h3,2012-06-18,170,1105,soro_telu,soro,telu,4,1,1,short:short,1.3862943611198906,0
h3,2012-06-18,170,1105,soro_wurf,soro,wurf,4,1,0,short:med,1.3862943611198906,0
h3,2012-06-18,170,1105,telu_wurf,telu,wurf,1,1,0,short:med,0,0
h4,2012-07-14,196,1330,pasc_prat,pasc,prat,2,1,0,short:med,0.6931471805599453,0
h4,2012-08-16,229,1330,pasc_prat,pasc,prat,6,1,0.19999999999999996,short:med,1.791759469228055,0
h4,2012-08-16,229,1330,pasc_wurf,pasc,wurf,6,1,0.09090909090909083,med:med,1.791759469228055,0
h4,2012-08-16,229,1330,prat_wurf,prat,wurf,1,1,0,short:med,0,0
h5,2011-08-22,234,1579,pasc_prat,pasc,prat,5,2,0.33333333333333337,short:med,1.6094379124341003,0.6931471805599453
h5,2011-08-22,234,1579,pasc_soro,pasc,soro,5,5,0,short:med,1.6094379124341003,1.6094379124341003
h5,2011-08-22,234,1579,pasc_telu,pasc,telu,5,3,0.11111111111111105,short:med,1.6094379124341003,1.0986122886681098
h5,2011-08-22,234,1579,prat_soro,prat,soro,2,5,0.11111111111111105,short:short,0.6931471805599453,1.6094379124341003
h5,2011-08-22,234,1579,prat_telu,prat,telu,2,3,0,short:short,0.6931471805599453,1.0986122886681098
h5,2011-08-22,234,1579,soro_telu,soro,telu,5,3,0,short:short,1.6094379124341003,1.0986122886681098
h5,2012-08-30,243,1579,pasc_prat,pasc,prat,10,4,0.5384615384615385,short:med,2.302585092994046,1.3862943611198906
h5,2012-08-30,243,1579,pasc_soro,pasc,soro,10,2,0.4285714285714287,short:med,2.302585092994046,0.6931471805599453
h5,2012-08-30,243,1579,pasc_wurf,pasc,wurf,10,1,0.4285714285714287,med:med,2.302585092994046,0
h5,2012-08-30,243,1579,prat_soro,prat,soro,4,2,0.6,short:short,1.3862943611198906,0.6931471805599453
h5,2012-08-30,243,1579,prat_wurf,prat,wurf,4,1,0.33333333333333337,short:med,1.3862943611198906,0
h5,2012-08-30,243,1579,soro_wurf,soro,wurf,2,1,0.33333333333333337,short:med,0.6931471805599453,0
ho3,2012-07-06,188,1333,pasc_prat,pasc,prat,3,4,0.4999999999999999,short:med,1.0986122886681098,1.3862943611198906
ho3,2012-07-06,188,1333,pasc_wurf,pasc,wurf,3,1,0,med:med,1.0986122886681098,0
ho3,2012-07-06,188,1333,prat_wurf,prat,wurf,4,1,0,short:med,1.3862943611198906,0
wma2,2011-05-25,145,1245,pasc_prat,pasc,prat,2,1,0,short:med,0.6931471805599453,0
wma2,2012-08-19,232,1245,pasc_soro,pasc,soro,11,4,0.1578947368421053,short:med,2.3978952727983707,1.3862943611198906
wma2,2012-08-19,232,1245,pasc_telu,pasc,telu,11,1,0.09999999999999998,short:med,2.3978952727983707,0
wma2,2012-08-19,232,1245,pasc_wurf,pasc,wurf,11,3,0.2222222222222221,med:med,2.3978952727983707,1.0986122886681098
wma2,2012-08-19,232,1245,soro_telu,soro,telu,4,1,0.6,short:short,1.3862943611198906,0
wma2,2012-08-19,232,1245,soro_wurf,soro,wurf,4,3,0,short:med,1.3862943611198906,1.0986122886681098
wma2,2012-08-19,232,1245,telu_wurf,telu,wurf,1,3,0,short:med,0,1.0986122886681098
wmb4,2012-08-31,244,1655,pasc_prat,pasc,prat,4,5,0.29032258064516125,short:med,1.3862943611198906,1.6094379124341003
wmb4,2012-08-31,244,1655,pasc_pyre,pasc,pyre,4,1,0,short:med,1.3862943611198906,0
wmb4,2012-08-31,244,1655,pasc_soro,pasc,soro,4,2,0.1428571428571429,short:med,1.3862943611198906,0.6931471805599453
wmb4,2012-08-31,244,1655,prat_pyre,prat,pyre,5,1,0.11111111111111105,short:short,1.6094379124341003,0
wmb4,2012-08-31,244,1655,prat_soro,prat,soro,5,2,0.11111111111111105,short:short,1.6094379124341003,0.6931471805599453
wmb4,2012-08-31,244,1655,pyre_soro,pyre,soro,1,2,0,short:short,0,0.6931471805599453
h1,2010-05-23,143,817,pasc_wurf,pasc,wurf,3,1,0,med:med,1.0986122886681098,0
h1,2012-05-23,144,817,pasc_prat,pasc,prat,1,1,0,short:med,0,0
h1,2012-05-23,144,817,pasc_psit,pasc,psit,1,4,0,short:med,0,1.3862943611198906
h1,2012-05-23,144,817,pasc_telu,pasc,telu,1,1,0,short:med,0,0
h1,2012-05-23,144,817,prat_psit,prat,psit,1,4,1,short:short,0,1.3862943611198906
h1,2012-05-23,144,817,prat_telu,prat,telu,1,1,1,short:short,0,0
h1,2012-05-23,144,817,psit_telu,psit,telu,4,1,1,short:short,1.3862943611198906,0
h2,2012-05-12,133,987,pasc_psit,pasc,psit,1,1,0,short:med,0,0
h4,2011-05-30,150,1330,pasc_prat,pasc,prat,7,5,0.4,short:med,1.9459101490553132,1.6094379124341003
h4,2011-05-30,150,1330,pasc_soro,pasc,soro,7,2,0.33333333333333337,short:med,1.9459101490553132,0.6931471805599453
h4,2011-05-30,150,1330,pasc_wurf,pasc,wurf,7,3,0.19999999999999996,med:med,1.9459101490553132,1.0986122886681098
h4,2011-05-30,150,1330,prat_soro,prat,soro,5,2,0.33333333333333337,short:short,1.6094379124341003,0.6931471805599453
h4,2011-05-30,150,1330,prat_wurf,prat,wurf,5,3,0,short:med,1.6094379124341003,1.0986122886681098
h4,2011-05-30,150,1330,soro_wurf,soro,wurf,2,3,0,short:med,0.6931471805599453,1.0986122886681098
h4,2012-06-18,170,1330,pasc_prat,pasc,prat,1,1,0,short:med,0,0
h4,2012-06-18,170,1330,pasc_wurf,pasc,wurf,1,9,0,med:med,0,2.1972245773362196
h4,2012-06-18,170,1330,prat_wurf,prat,wurf,1,9,0,short:med,0,2.1972245773362196
h4,2012-06-21,173,1330,pasc_prat,pasc,prat,1,10,0.05263157894736836,short:med,0,2.302585092994046
h4,2012-06-21,173,1330,pasc_soro,pasc,soro,1,1,0,short:med,0,0
h4,2012-06-21,173,1330,pasc_wurf,pasc,wurf,1,2,0,med:med,0,0.6931471805599453
h4,2012-06-21,173,1330,prat_soro,prat,soro,10,1,0.6666666666666667,short:short,2.302585092994046,0
h4,2012-06-21,173,1330,prat_wurf,prat,wurf,10,2,0.33333333333333337,short:med,2.302585092994046,0.6931471805599453
h4,2012-06-21,173,1330,soro_wurf,soro,wurf,1,2,0.33333333333333337,short:med,0,0.6931471805599453
ho1,2012-05-04,125,841,pasc_telu,pasc,telu,3,1,0,short:med,1.0986122886681098,0
ho1,2012-05-07,128,841,pasc_prat,pasc,prat,1,1,0,short:med,0,0
ho1,2012-05-07,128,841,pasc_psit,pasc,psit,1,4,0,short:med,0,1.3862943611198906
ho1,2012-05-07,128,841,pasc_telu,pasc,telu,1,4,0,short:med,0,1.3862943611198906
ho1,2012-05-07,128,841,prat_psit,prat,psit,1,4,1,short:short,0,1.3862943611198906
ho1,2012-05-07,128,841,prat_telu,prat,telu,1,4,1,short:short,0,1.3862943611198906
ho1,2012-05-07,128,841,psit_telu,psit,telu,4,4,1,short:short,1.3862943611198906,1.3862943611198906
ho1,2012-05-10,131,841,pasc_prat,pasc,prat,1,2,0,short:med,0,0.6931471805599453
ho1,2012-05-10,131,841,pasc_psit,pasc,psit,1,3,0,short:med,0,1.0986122886681098
ho1,2012-05-10,131,841,pasc_telu,pasc,telu,1,2,0,short:med,0,0.6931471805599453
ho1,2012-05-10,131,841,prat_psit,prat,psit,2,3,1,short:short,0.6931471805599453,1.0986122886681098
ho1,2012-05-10,131,841,prat_telu,prat,telu,2,2,1,short:short,0.6931471805599453,0.6931471805599453
ho1,2012-05-10,131,841,psit_telu,psit,telu,3,2,1,short:short,1.0986122886681098,0.6931471805599453
ho1,2012-05-11,132,841,pasc_prat,pasc,prat,5,8,0.11111111111111105,short:med,1.6094379124341003,2.0794415416798357
ho1,2012-05-11,132,841,pasc_psit,pasc,psit,5,11,0.11111111111111105,short:med,1.6094379124341003,2.3978952727983707
ho1,2012-05-11,132,841,pasc_soro,pasc,soro,5,1,0.11111111111111105,short:med,1.6094379124341003,0
ho1,2012-05-11,132,841,pasc_telu,pasc,telu,5,1,0.11111111111111105,short:med,1.6094379124341003,0
ho1,2012-05-11,132,841,prat_psit,prat,psit,8,11,1,short:short,2.0794415416798357,2.3978952727983707
ho1,2012-05-11,132,841,prat_soro,prat,soro,8,1,1,short:short,2.0794415416798357,0
ho1,2012-05-11,132,841,prat_telu,prat,telu,8,1,1,short:short,2.0794415416798357,0
ho1,2012-05-11,132,841,psit_soro,psit,soro,11,1,1,short:short,2.3978952727983707,0
ho1,2012-05-11,132,841,psit_telu,psit,telu,11,1,1,short:short,2.3978952727983707,0
ho1,2012-05-11,132,841,soro_telu,soro,telu,1,1,1,short:short,0,0
ho1,2012-05-17,138,841,pasc_prat,pasc,prat,4,2,0.33333333333333337,short:med,1.3862943611198906,0.6931471805599453
ho1,2012-05-17,138,841,pasc_psit,pasc,psit,4,1,0,short:med,1.3862943611198906,0
ho1,2012-05-17,138,841,pasc_telu,pasc,telu,4,2,0,short:med,1.3862943611198906,0.6931471805599453
ho1,2012-05-17,138,841,prat_psit,prat,psit,2,1,0,short:short,0.6931471805599453,0
ho1,2012-05-17,138,841,prat_telu,prat,telu,2,2,0.33333333333333337,short:short,0.6931471805599453,0.6931471805599453
ho1,2012-05-17,138,841,psit_telu,psit,telu,1,2,0.33333333333333337,short:short,0,0.6931471805599453
ho1,2012-05-21,142,841,pasc_psit,pasc,psit,3,2,0,short:med,1.0986122886681098,0.6931471805599453
ho1,2012-05-25,146,841,pasc_prat,pasc,prat,5,1,0.4285714285714285,short:med,1.6094379124341003,0
ho1,2012-05-25,146,841,pasc_psit,pasc,psit,5,1,0,short:med,1.6094379124341003,0
ho1,2012-05-25,146,841,pasc_soro,pasc,soro,5,1,0.4285714285714285,short:med,1.6094379124341003,0
ho1,2012-05-25,146,841,prat_psit,prat,psit,1,1,0,short:short,0,0
ho1,2012-05-25,146,841,prat_soro,prat,soro,1,1,1,short:short,0,0
ho1,2012-05-25,146,841,psit_soro,psit,soro,1,1,0,short:short,0,0
ho2,2012-05-29,150,1045,pasc_prat,pasc,prat,8,6,0.06666666666666665,short:med,2.0794415416798357,1.791759469228055
ho2,2012-05-29,150,1045,pasc_psit,pasc,psit,8,2,0.33333333333333337,short:med,2.0794415416798357,0.6931471805599453
ho2,2012-05-29,150,1045,pasc_wurf,pasc,wurf,8,1,0.06666666666666665,med:med,2.0794415416798357,0
ho2,2012-05-29,150,1045,prat_psit,prat,psit,6,2,0,short:short,1.791759469228055,0.6931471805599453
ho2,2012-05-29,150,1045,prat_wurf,prat,wurf,6,1,1,short:med,1.791759469228055,0
ho2,2012-05-29,150,1045,psit_wurf,psit,wurf,2,1,0,short:med,0.6931471805599453,0
ho2,2012-06-02,154,1045,pasc_prat,pasc,prat,8,15,0.1428571428571429,short:med,2.0794415416798357,2.70805020110221
ho2,2012-06-02,154,1045,pasc_telu,pasc,telu,8,1,0,short:med,2.0794415416798357,0
ho2,2012-06-02,154,1045,prat_telu,prat,telu,15,1,0,short:short,2.70805020110221,0
ho2,2012-06-18,170,1045,pasc_prat,pasc,prat,4,10,0.6,short:med,1.3862943611198906,2.302585092994046
ho2,2012-06-18,170,1045,pasc_psit,pasc,psit,4,1,0.6,short:med,1.3862943611198906,0
ho2,2012-06-18,170,1045,prat_psit,prat,psit,10,1,1,short:short,2.302585092994046,0
ho4,2012-06-26,178,1552,pasc_psit,pasc,psit,1,1,0,short:med,0,0
ho4,2012-06-26,178,1552,pasc_wurf,pasc,wurf,1,1,0,med:med,0,0
ho4,2012-06-26,178,1552,psit_wurf,psit,wurf,1,1,0,short:med,0,0
t1,2010-05-10,130,714,pasc_soro,pasc,soro,1,1,0,short:med,0,0
t1,2010-05-10,130,714,pasc_telu,pasc,telu,1,1,0,short:med,0,0
t1,2010-05-10,130,714,pasc_wurf,pasc,wurf,1,1,0,med:med,0,0
t1,2010-05-10,130,714,soro_telu,soro,telu,1,1,0,short:short,0,0
t1,2010-05-10,130,714,soro_wurf,soro,wurf,1,1,0,short:med,0,0
t1,2010-05-10,130,714,telu_wurf,telu,wurf,1,1,0,short:med,0,0
t4,2012-05-23,144,641,pasc_psit,pasc,psit,1,1,0,short:med,0,0
t5,2012-04-30,121,746,pasc_prat,pasc,prat,1,1,0,short:med,0,0
t5,2012-04-30,121,746,pasc_psit,pasc,psit,1,3,0,short:med,0,1.0986122886681098
t5,2012-04-30,121,746,pasc_soro,pasc,soro,1,2,0,short:med,0,0.6931471805599453
t5,2012-04-30,121,746,pasc_telu,pasc,telu,1,1,0,short:med,0,0
t5,2012-04-30,121,746,prat_psit,prat,psit,1,3,0,short:short,0,1.0986122886681098
t5,2012-04-30,121,746,prat_soro,prat,soro,1,2,1,short:short,0,0.6931471805599453
t5,2012-04-30,121,746,prat_telu,prat,telu,1,1,1,short:short,0,0
t5,2012-04-30,121,746,psit_soro,psit,soro,3,2,0,short:short,1.0986122886681098,0.6931471805599453
t5,2012-04-30,121,746,psit_telu,psit,telu,3,1,0,short:short,1.0986122886681098,0
t5,2012-04-30,121,746,soro_telu,soro,telu,2,1,1,short:short,0.6931471805599453,0
t5,2012-05-06,127,746,pasc_prat,pasc,prat,4,1,0.1428571428571429,short:med,1.3862943611198906,0
t5,2012-05-06,127,746,pasc_psit,pasc,psit,4,6,0,short:med,1.3862943611198906,1.791759469228055
t5,2012-05-06,127,746,prat_psit,prat,psit,1,6,0,short:short,0,1.791759469228055
wma2,2010-05-25,145,1245,pasc_prat,pasc,prat,4,2,0.6,short:med,1.3862943611198906,0.6931471805599453
wma2,2010-05-25,145,1245,pasc_psit,pasc,psit,4,3,0,short:med,1.3862943611198906,1.0986122886681098
wma2,2010-05-25,145,1245,pasc_telu,pasc,telu,4,5,0.11111111111111105,short:med,1.3862943611198906,1.6094379124341003
wma2,2010-05-25,145,1245,pasc_wurf,pasc,wurf,4,2,0.33333333333333337,med:med,1.3862943611198906,0.6931471805599453
wma2,2010-05-25,145,1245,prat_psit,prat,psit,2,3,0,short:short,0.6931471805599453,1.0986122886681098
wma2,2010-05-25,145,1245,prat_telu,prat,telu,2,5,0.11111111111111105,short:short,0.6931471805599453,1.6094379124341003
wma2,2010-05-25,145,1245,prat_wurf,prat,wurf,2,2,0.33333333333333337,short:med,0.6931471805599453,0.6931471805599453
wma2,2010-05-25,145,1245,psit_telu,psit,telu,3,5,0.19999999999999996,short:short,1.0986122886681098,1.6094379124341003
wma2,2010-05-25,145,1245,psit_wurf,psit,wurf,3,2,0,short:med,1.0986122886681098,0.6931471805599453
wma2,2010-05-25,145,1245,telu_wurf,telu,wurf,5,2,0.11111111111111105,short:med,1.6094379124341003,0.6931471805599453
wma2,2012-05-23,144,1245,pasc_prat,pasc,prat,2,1,0,short:med,0.6931471805599453,0
wma2,2012-05-23,144,1245,pasc_psit,pasc,psit,2,2,0,short:med,0.6931471805599453,0.6931471805599453
wma2,2012-05-23,144,1245,pasc_telu,pasc,telu,2,1,0,short:med,0.6931471805599453,0
wma2,2012-05-23,144,1245,pasc_wurf,pasc,wurf,2,1,0,med:med,0.6931471805599453,0
wma2,2012-05-23,144,1245,prat_psit,prat,psit,1,2,0.33333333333333337,short:short,0,0.6931471805599453
wma2,2012-05-23,144,1245,prat_telu,prat,telu,1,1,1,short:short,0,0
wma2,2012-05-23,144,1245,prat_wurf,prat,wurf,1,1,0,short:med,0,0
wma2,2012-05-23,144,1245,psit_telu,psit,telu,2,1,0.33333333333333337,short:short,0.6931471805599453,0
wma2,2012-05-23,144,1245,psit_wurf,psit,wurf,2,1,0.33333333333333337,short:med,0.6931471805599453,0
wma2,2012-05-23,144,1245,telu_wurf,telu,wurf,1,1,0,short:med,0,0
wma2,2012-05-27,148,1245,pasc_soro,pasc,soro,1,1,0,short:med,0,0
wma2,2012-05-27,148,1245,pasc_telu,pasc,telu,1,2,0,short:med,0,0.6931471805599453
wma2,2012-05-27,148,1245,pasc_wurf,pasc,wurf,1,7,0.07692307692307687,med:med,0,1.9459101490553132
wma2,2012-05-27,148,1245,soro_telu,soro,telu,1,2,1,short:short,0,0.6931471805599453
wma2,2012-05-27,148,1245,soro_wurf,soro,wurf,1,7,0.16666666666666674,short:med,0,1.9459101490553132
wma2,2012-05-27,148,1245,telu_wurf,telu,wurf,2,7,0.16666666666666674,short:med,0.6931471805599453,1.9459101490553132
wma3,2011-05-25,145,1423,pasc_telu,pasc,telu,1,2,0,short:med,0,0.6931471805599453
wma3,2012-06-09,161,1423,pasc_psit,pasc,psit,1,1,0,short:med,0,0
wma3,2012-06-09,161,1423,pasc_telu,pasc,telu,1,2,0,short:med,0,0.6931471805599453
wma3,2012-06-09,161,1423,psit_telu,psit,telu,1,2,0,short:short,0,0.6931471805599453
wmb1,2012-05-21,142,960,pasc_telu,pasc,telu,4,4,0.6,short:med,1.3862943611198906,1.3862943611198906
wmb1,2012-05-21,142,960,pasc_wurf,pasc,wurf,4,7,0.6,med:med,1.3862943611198906,1.9459101490553132
wmb1,2012-05-21,142,960,telu_wurf,telu,wurf,4,7,1,short:med,1.3862943611198906,1.9459101490553132
wmb1,2012-05-23,144,960,pasc_psit,pasc,psit,3,8,0,short:med,1.0986122886681098,2.0794415416798357
wmb1,2012-05-23,144,960,pasc_telu,pasc,telu,3,2,0.4999999999999999,short:med,1.0986122886681098,0.6931471805599453
wmb1,2012-05-23,144,960,pasc_wurf,pasc,wurf,3,8,0.4999999999999999,med:med,1.0986122886681098,2.0794415416798357
wmb1,2012-05-23,144,960,psit_telu,psit,telu,8,2,0,short:short,2.0794415416798357,0.6931471805599453
wmb1,2012-05-23,144,960,psit_wurf,psit,wurf,8,8,0,short:med,2.0794415416798357,2.0794415416798357
wmb1,2012-05-23,144,960,telu_wurf,telu,wurf,2,8,1,short:med,0.6931471805599453,2.0794415416798357
wmb1,2012-06-08,160,960,pasc_wurf,pasc,wurf,2,2,0,med:med,0.6931471805599453,0.6931471805599453
wmb2,2010-06-06,157,1140,pasc_prat,pasc,prat,1,1,1,short:med,0,0
wmb2,2010-06-06,157,1140,pasc_psit,pasc,psit,1,2,0,short:med,0,0.6931471805599453
wmb2,2010-06-06,157,1140,prat_psit,prat,psit,1,2,0,short:short,0,0.6931471805599453
wmb2,2012-06-01,153,1140,pasc_prat,pasc,prat,4,1,1,short:med,1.3862943611198906,0
wmb2,2012-06-05,157,1140,pasc_psit,pasc,psit,2,3,0.19999999999999996,short:med,0.6931471805599453,1.0986122886681098
wmb2,2012-06-05,157,1140,pasc_soro,pasc,soro,2,1,0,short:med,0.6931471805599453,0
wmb2,2012-06-05,157,1140,pasc_wurf,pasc,wurf,2,1,0.33333333333333337,med:med,0.6931471805599453,0
wmb2,2012-06-05,157,1140,psit_soro,psit,soro,3,1,0,short:short,1.0986122886681098,0
wmb2,2012-06-05,157,1140,psit_wurf,psit,wurf,3,1,0.19999999999999996,short:med,1.0986122886681098,0
wmb2,2012-06-05,157,1140,soro_wurf,soro,wurf,1,1,0,short:med,0,0
wmb2,2012-06-08,160,1140,pasc_psit,pasc,psit,8,4,0.1428571428571429,short:med,2.0794415416798357,1.3862943611198906
wmb2,2012-06-08,160,1140,pasc_telu,pasc,telu,8,3,0,short:med,2.0794415416798357,1.0986122886681098
wmb2,2012-06-08,160,1140,pasc_wurf,pasc,wurf,8,1,1,med:med,2.0794415416798357,0
wmb2,2012-06-08,160,1140,psit_telu,psit,telu,4,3,0.6,short:short,1.3862943611198906,1.0986122886681098
wmb2,2012-06-08,160,1140,psit_wurf,psit,wurf,4,1,0.1428571428571429,short:med,1.3862943611198906,0
wmb2,2012-06-08,160,1140,telu_wurf,telu,wurf,3,1,0,short:med,1.0986122886681098,0
wmb2,2012-06-25,177,1140,pasc_telu,pasc,telu,1,1,0,short:med,0,0
wmb2,2012-06-25,177,1140,pasc_wurf,pasc,wurf,1,4,0,med:med,0,1.3862943611198906
wmb2,2012-06-25,177,1140,telu_wurf,telu,wurf,1,4,0,short:med,0,1.3862943611198906
wmb3,2012-06-08,160,1420,pasc_prat,pasc,prat,1,1,0,short:med,0,0
wmb3,2012-06-08,160,1420,pasc_psit,pasc,psit,1,2,0,short:med,0,0.6931471805599453
wmb3,2012-06-08,160,1420,pasc_telu,pasc,telu,1,1,0,short:med,0,0
wmb3,2012-06-08,160,1420,pasc_wurf,pasc,wurf,1,3,0,med:med,0,1.0986122886681098
wmb3,2012-06-08,160,1420,prat_psit,prat,psit,1,2,0.33333333333333337,short:short,0,0.6931471805599453
wmb3,2012-06-08,160,1420,prat_telu,prat,telu,1,1,0,short:short,0,0
wmb3,2012-06-08,160,1420,prat_wurf,prat,wurf,1,3,0,short:med,0,1.0986122886681098
wmb3,2012-06-08,160,1420,psit_telu,psit,telu,2,1,0,short:short,0.6931471805599453,0
wmb3,2012-06-08,160,1420,psit_wurf,psit,wurf,2,3,0,short:med,0.6931471805599453,1.0986122886681098
wmb3,2012-06-08,160,1420,telu_wurf,telu,wurf,1,3,0.19999999999999996,short:med,0,1.0986122886681098
ho5,2012-09-20,264,1825,pasc_wurf,pasc,wurf,1,1,0,med:med,0,0
h4,2012-05-22,143,1330,pasc_prat,pasc,prat,3,5,0.5,short:med,1.0986122886681098,1.6094379124341003
h4,2012-05-22,143,1330,pasc_psit,pasc,psit,3,5,0,short:med,1.0986122886681098,1.6094379124341003
h4,2012-05-22,143,1330,pasc_soro,pasc,soro,3,2,0,short:med,1.0986122886681098,0.6931471805599453
h4,2012-05-22,143,1330,pasc_telu,pasc,telu,3,12,0.04347826086956519,short:med,1.0986122886681098,2.4849066497880004
h4,2012-05-22,143,1330,pasc_wurf,pasc,wurf,3,1,0,med:med,1.0986122886681098,0
h4,2012-05-22,143,1330,prat_psit,prat,psit,5,5,0,short:short,1.6094379124341003,1.6094379124341003
h4,2012-05-22,143,1330,prat_soro,prat,soro,5,2,0,short:short,1.6094379124341003,0.6931471805599453
h4,2012-05-22,143,1330,prat_telu,prat,telu,5,12,0.04347826086956519,short:short,1.6094379124341003,2.4849066497880004
h4,2012-05-22,143,1330,prat_wurf,prat,wurf,5,1,0,short:med,1.6094379124341003,0
h4,2012-05-22,143,1330,psit_soro,psit,soro,5,2,0.33333333333333337,short:short,1.6094379124341003,0.6931471805599453
h4,2012-05-22,143,1330,psit_telu,psit,telu,5,12,0.846153846153846,short:short,1.6094379124341003,2.4849066497880004
h4,2012-05-22,143,1330,psit_wurf,psit,wurf,5,1,0,short:med,1.6094379124341003,0
h4,2012-05-22,143,1330,soro_telu,soro,telu,2,12,0.33333333333333315,short:short,0.6931471805599453,2.4849066497880004
h4,2012-05-22,143,1330,soro_wurf,soro,wurf,2,1,0.33333333333333337,short:med,0.6931471805599453,0
h4,2012-05-22,143,1330,telu_wurf,telu,wurf,12,1,0,short:med,2.4849066497880004,0
h4,2012-06-04,156,1330,pasc_prat,pasc,prat,1,5,0,short:med,0,1.6094379124341003
h4,2012-06-04,156,1330,pasc_psit,pasc,psit,1,4,0,short:med,0,1.3862943611198906
h4,2012-06-04,156,1330,pasc_telu,pasc,telu,1,1,0,short:med,0,0
h4,2012-06-04,156,1330,pasc_wurf,pasc,wurf,1,2,0,med:med,0,0.6931471805599453
h4,2012-06-04,156,1330,prat_psit,prat,psit,5,4,0.11111111111111105,short:short,1.6094379124341003,1.3862943611198906
h4,2012-06-04,156,1330,prat_telu,prat,telu,5,1,0.6666666666666667,short:short,1.6094379124341003,0
h4,2012-06-04,156,1330,prat_wurf,prat,wurf,5,2,0.6666666666666667,short:med,1.6094379124341003,0.6931471805599453
h4,2012-06-04,156,1330,psit_telu,psit,telu,4,1,0,short:short,1.3862943611198906,0
h4,2012-06-04,156,1330,psit_wurf,psit,wurf,4,2,0,short:med,1.3862943611198906,0.6931471805599453
h4,2012-06-04,156,1330,telu_wurf,telu,wurf,1,2,1,short:med,0,0.6931471805599453
ho1,2012-04-20,111,841,pasc_prat,pasc,prat,4,2,0.6,short:med,1.3862943611198906,0.6931471805599453
ho1,2012-04-20,111,841,pasc_telu,pasc,telu,4,1,0.33333333333333337,short:med,1.3862943611198906,0
ho1,2012-04-20,111,841,prat_telu,prat,telu,2,1,0.33333333333333337,short:short,0.6931471805599453,0
ho1,2012-04-23,114,841,pasc_prat,pasc,prat,4,1,0.33333333333333337,short:med,1.3862943611198906,0
ho1,2012-04-23,114,841,pasc_telu,pasc,telu,4,3,0.33333333333333315,short:med,1.3862943611198906,1.0986122886681098
ho1,2012-04-23,114,841,prat_telu,prat,telu,1,3,0.4999999999999999,short:short,0,1.0986122886681098
ho1,2012-04-29,120,841,pasc_prat,pasc,prat,6,3,0.19999999999999996,short:med,1.791759469228055,1.0986122886681098
wmb1,2012-05-06,127,960,pasc_prat,pasc,prat,6,1,0.19999999999999996,short:med,1.791759469228055,0
wmb1,2012-05-06,127,960,pasc_wurf,pasc,wurf,6,3,0.09090909090909094,med:med,1.791759469228055,1.0986122886681098
wmb1,2012-05-06,127,960,prat_wurf,prat,wurf,1,3,0,short:med,0,1.0986122886681098
wmb2,2012-05-10,131,1140,pasc_prat,pasc,prat,5,2,0.8181818181818182,short:med,1.6094379124341003,0.6931471805599453
wmb2,2012-05-10,131,1140,pasc_psit,pasc,psit,5,2,0.4285714285714285,short:med,1.6094379124341003,0.6931471805599453
wmb2,2012-05-10,131,1140,pasc_soro,pasc,soro,5,1,0.2500000000000001,short:med,1.6094379124341003,0
wmb2,2012-05-10,131,1140,pasc_telu,pasc,telu,5,2,0.2500000000000001,short:med,1.6094379124341003,0.6931471805599453
wmb2,2012-05-10,131,1140,pasc_wurf,pasc,wurf,5,1,0.2500000000000001,med:med,1.6094379124341003,0
wmb2,2012-05-10,131,1140,prat_psit,prat,psit,2,2,0.33333333333333337,short:short,0.6931471805599453,0.6931471805599453
wmb2,2012-05-10,131,1140,prat_soro,prat,soro,2,1,0.33333333333333337,short:short,0.6931471805599453,0
wmb2,2012-05-10,131,1140,prat_telu,prat,telu,2,2,0.33333333333333337,short:short,0.6931471805599453,0.6931471805599453
wmb2,2012-05-10,131,1140,prat_wurf,prat,wurf,2,1,0.33333333333333337,short:med,0.6931471805599453,0
wmb2,2012-05-10,131,1140,psit_soro,psit,soro,2,1,0,short:short,0.6931471805599453,0
wmb2,2012-05-10,131,1140,psit_telu,psit,telu,2,2,0,short:short,0.6931471805599453,0.6931471805599453
wmb2,2012-05-10,131,1140,psit_wurf,psit,wurf,2,1,0,short:med,0.6931471805599453,0
wmb2,2012-05-10,131,1140,soro_telu,soro,telu,1,2,1,short:short,0,0.6931471805599453
