site,date,yday,elev.mean,sp.pair,bb.sp1,bb.sp2,bb.sp1.abund,bb.sp2.abund,niche.overlap,same.class,log.bb.sp1.abund,log.bb.sp2.abund
ho3,2011-05-30,150,1333,hort_pasc,hort,pasc,2,4,1,med:long,0.6931471805599453,1.3862943611198906
ho3,2011-05-30,150,1333,hort_prat,hort,prat,2,10,1,short:long,0.6931471805599453,2.302585092994046
ho3,2011-05-30,150,1333,hort_telu,hort,telu,2,1,0,short:long,0.6931471805599453,0
ho3,2011-05-30,150,1333,muci_pasc,muci,pasc,1,4,1,med:med,0,1.3862943611198906
ho3,2011-05-30,150,1333,muci_prat,muci,prat,1,10,1,short:med,0,2.302585092994046
ho3,2011-05-30,150,1333,muci_telu,muci,telu,1,1,0,short:med,0,0
ho3,2011-05-30,150,1333,pasc_prat,pasc,prat,4,10,1,short:med,1.3862943611198906,2.302585092994046
ho3,2011-05-30,150,1333,pasc_telu,pasc,telu,4,1,0,short:med,1.3862943611198906,0
ho3,2011-05-30,150,1333,prat_telu,prat,telu,10,1,0,short:short,2.302585092994046,0
ho3,2011-06-23,174,1333,hort_mont,hort,mont,2,1,0,med:long,0.6931471805599453,0
ho3,2011-06-23,174,1333,hort_pasc,hort,pasc,2,5,0.2500000000000001,med:long,0.6931471805599453,1.6094379124341003
ho3,2011-06-23,174,1333,hort_prat,hort,prat,2,4,1,short:long,0.6931471805599453,1.3862943611198906
ho3,2011-06-23,174,1333,hort_pyre,hort,pyre,2,1,0,short:long,0.6931471805599453,0
ho3,2011-06-23,174,1333,hort_soro,hort,soro,2,7,0.16666666666666674,short:long,0.6931471805599453,1.9459101490553132
ho3,2011-06-23,174,1333,hort_telu,hort,telu,2,6,0,short:long,0.6931471805599453,1.791759469228055
ho3,2011-06-23,174,1333,hort_wurf,hort,wurf,2,10,0,med:long,0.6931471805599453,2.302585092994046
ho3,2011-06-23,174,1333,mont_pasc,mont,pasc,1,5,0,med:med,0,1.6094379124341003
ho3,2011-06-23,174,1333,mont_prat,mont,prat,1,4,0,short:med,0,1.3862943611198906
ho3,2011-06-23,174,1333,mont_pyre,mont,pyre,1,1,0,short:med,0,0
ho3,2011-06-23,174,1333,mont_soro,mont,soro,1,7,0.2727272727272727,short:med,0,1.9459101490553132
ho3,2011-06-23,174,1333,mont_telu,mont,telu,1,6,0,short:med,0,1.791759469228055
ho3,2011-06-23,174,1333,mont_wurf,mont,wurf,1,10,0,med:med,0,2.302585092994046
ho3,2011-06-23,174,1333,pasc_prat,pasc,prat,5,4,0.2500000000000001,short:med,1.6094379124341003,1.3862943611198906
ho3,2011-06-23,174,1333,pasc_pyre,pasc,pyre,5,1,0,short:med,1.6094379124341003,0
ho3,2011-06-23,174,1333,pasc_soro,pasc,soro,5,7,0.16666666666666674,short:med,1.6094379124341003,1.9459101490553132
ho3,2011-06-23,174,1333,pasc_telu,pasc,telu,5,6,0.4285714285714286,short:med,1.6094379124341003,1.791759469228055
ho3,2011-06-23,174,1333,pasc_wurf,pasc,wurf,5,10,0.4285714285714285,med:med,1.6094379124341003,2.302585092994046
ho3,2011-06-23,174,1333,prat_pyre,prat,pyre,4,1,0,short:short,1.3862943611198906,0
ho3,2011-06-23,174,1333,prat_soro,prat,soro,4,7,0.16666666666666674,short:short,1.3862943611198906,1.9459101490553132
ho3,2011-06-23,174,1333,prat_telu,prat,telu,4,6,0,short:short,1.3862943611198906,1.791759469228055
ho3,2011-06-23,174,1333,prat_wurf,prat,wurf,4,10,0,short:med,1.3862943611198906,2.302585092994046
ho3,2011-06-23,174,1333,pyre_soro,pyre,soro,1,7,0,short:short,0,1.9459101490553132
ho3,2011-06-23,174,1333,pyre_telu,pyre,telu,1,6,0.09090909090909094,short:short,0,1.791759469228055
ho3,2011-06-23,174,1333,pyre_wurf,pyre,wurf,1,10,0,short:med,0,2.302585092994046
ho3,2011-06-23,174,1333,soro_telu,soro,telu,7,6,0,short:short,1.9459101490553132,1.791759469228055
ho3,2011-06-23,174,1333,soro_wurf,soro,wurf,7,10,0,short:med,1.9459101490553132,2.302585092994046
ho3,2011-06-23,174,1333,telu_wurf,telu,wurf,6,10,0.5,short:med,1.791759469228055,2.302585092994046
t4,2012-05-20,141,641,hort_pasc,hort,pasc,1,1,0,med:long,0,0
t4,2012-05-20,141,641,hort_psit,hort,psit,1,2,0,short:long,0,0.6931471805599453
t4,2012-05-20,141,641,pasc_psit,pasc,psit,1,2,0,short:med,0,0.6931471805599453
wma5,2011-07-05,186,2032,hort_telu,hort,telu,1,5,0.4285714285714285,short:long,0,1.6094379124341003
wma5,2011-07-05,186,2032,hort_wurf,hort,wurf,1,1,1,med:long,0,0
wma5,2011-07-05,186,2032,telu_wurf,telu,wurf,5,1,0.4285714285714285,short:med,1.6094379124341003,0
wma1,2012-03-28,88,766,hort_pasc,hort,pasc,1,1,1,med:long,0,0
wma1,2012-03-28,88,766,hort_wurf,hort,wurf,1,1,1,med:long,0,0
