;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium basifurcum Peter (sphaerocephalum - pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium bauhini Schult.;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium bifidum Kit.;selfing;rare;Gottschlich, G. 1987: Hieracium L.. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 6 (4), S. 1437-1452, Parey, Hamburg;species;
;insects;the rule;Gottschlich, G. 1987: Hieracium L.. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 6 (4), S. 1437-1452, Parey, Hamburg;species;
Hieracium bifurcum M. Bieb. (echioides <= pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium brachiatum Bertol. ex DC. (piloselloides < pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium brachycomum Nägeli & Peter (sphaerocephalum - lactucella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium caespitosum Dumort.;selfing;rare;Gottschlich, G. 1987: Hieracium L.. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 6 (4), S. 1437-1452, Parey, Hamburg;species;
;insects;the rule;Gottschlich, G. 1987: Hieracium L.. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 6 (4), S. 1437-1452, Parey, Hamburg;species;
Hieracium calodon Tausch ex Peter (echioides - piloselloides);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium chaetocephalum H. Hofmann (caespitosum - peleterianum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium chlorops (Nägeli & Peter) Zahn (prussicum - lactucella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium cinereiforme Meissner & Zahn (fallax <= pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium cochleatum (Nägeli & Peter) Zahn (caespitosum < lactucella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium cymosum L.;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium densiflorum Tausch (bauhini - cymosum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium dubium L. (cymosum - floribundum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium echioides Lumn.;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium euchaetium Nägeli & Peter (bauhini - echioides - pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium fallaciforme Litv. & Zahn (fallax > pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium fallacinum F. W. Schultz (densiflorum >= pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium fallax Willd. (echioides - cymosum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium flagellare Willd. (caespitosum - pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium floribundum Wimm. & Grab. (caespitosum > lactucella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium fuscum Vill. (aurantiacum > lactucella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium glomeratum Froel. (cymosum - caespitosum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium guthnickianum Hegetschw. (cymosum - aurantiacum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium heterodoxum (Tausch) Nägeli & Peter (calodon > pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium hoppeanum Schult. s. str.;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium hybridum Chaix (cymosum > peleterianum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium hypeuryum Peter (hoppeanum - pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium iseranum (Uechtr.) Zahn (floribundum > pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium kalksburgense Wiesb. (cymosum < pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium koernickeanum (Nägeli & Peter) Zahn (bauhini - lactucella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium lactucella Wallr.;selfing;rare;Gottschlich, G. 1987: Hieracium L.. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 6 (4), S. 1437-1452, Parey, Hamburg;species;
;insects;the rule;Gottschlich, G. 1987: Hieracium L.. In: Hegi, G.B. (Hrsg.) Illustrierte Flora von Mitteleuropa, 6 (4), S. 1437-1452, Parey, Hamburg;species;
Hieracium leptoclados Peter (arvicola - pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium leptophyton Nägeli & Peter (bauhini > pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium leucense F. O. Wolf (piloselloides < peleterianum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium longisquamum Peter (peleterianum - pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium macranthelum Nägeli & Peter (glomeratum - pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium macranthum (Ten.) Ten.;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium macrostolonum Gus. Schneid. (caespitosum < pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium montanum Nägeli & Peter (arvicola > pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium murorum L.;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium nassovicum (Zahn) Gottschlich (calodon < pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium niphostribes Peter (lactucella - angustifolium);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium nothum Huter (aurantiacum - sphaerocephalum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium paragogum Nägeli & Peter (brachiatum - lactucella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium peleterianum Mérat;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium pilosella L.;selfing;possible;Bishop, G.F., Davy, A.J. 1994: Biological Flora of the British Isles: Hieracium pilosella L. (Pilosella officinarum F.Schultz & Schultz-Bip.). Journal of Ecology 82:195-210;species;
;insects;the rule;Gadella, T.W.J. 1987: Sexual tetraploid and apomictic pentaploid populations of Hieracium pilosella (Compositae). Plant Systematics and Evolution 157:219-245;species;
;insects;the rule;Bishop, G.F., Davy, A.J. 1994: Biological Flora of the British Isles: Hieracium pilosella L. (Pilosella officinarum F.Schultz & Schultz-Bip.). Journal of Ecology 82:195-210;species;
Hieracium piloselliflorum Nägeli & Peter (floribundum < pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium pilosellinum F. W. Schultz (fallacinum - pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium piloselloides Vill.;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium pilosum Schleich. ex Froel.;selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium polymastix Peter (bauhini - caespitosum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium prussicum Nägeli & Peter (caespitosum > pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium pseudeffusum Peter (bauhini - piloselloides);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium rothianum Wallr. (echoides > pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium rubriflorum Zahn (aurantiacum > hoppeanum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium schneidii Schack & Zahn (calodon - densiflorum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium schultesii F. W. Schultz (lactucella - pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium sciadophorum Nägeli & Peter (cymosum - lactucella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium sphaerocephalum Froel. (angustifolium - hoppeanum);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
Hieracium spurium Chaix ex Froel. (cymosum > pilosella);selfing;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
;insects;unknown;Frank, D., Klotz, S. 1990: Biologisch-ökologische Daten zur Flora der DDR. Wissenschaftliche Beiträge Martin-Luther Univ. Halle-Wittenberg Vol. 32 (P41);genus;
