site,date,year,q.prop,r.prop,gdd.cum,elev.class,management,elev.mean,transect,lat,lon,elev.class2,yday,break1,break2,caste,count,prop
h6,2012-06-21,2012,1,0,62,oben,none,1808,Hintersee,47.555367,12.822917,high,173,105.49422854844842,193.02038223082076,queen,1,1
t4,2012-05-10,2012,1,0,62,unten,mowing,641,Tal,47.612417,12.942383,low,131,256.8945574746033,554.8542652058436,queen,4,1
wmb1,2012-05-17,2012,0.8888888888888888,0.1111111111111111,62,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,138,256.8945574746033,554.8542652058436,queen,8,0.8888888888888888
h4,2012-06-04,2012,1,0,63,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,156,198.4757472422897,358.78492107928435,queen,9,1
wma2,2012-05-27,2012,1,0,63,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,148,198.4757472422897,358.78492107928435,queen,11,1
ho5,2012-06-26,2012,1,0,64,oben,grasing,1825,Hintersee (Ost),47.5778,12.877,high,178,105.49422854844842,193.02038223082076,queen,2,1
h3,2012-05-20,2012,1,0,65,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,141,198.4757472422897,358.78492107928435,queen,18,1
h1,2012-05-11,2012,1,0,66,mitte,grasing,817,Hintersee,47.590633,12.836133,low,132,256.8945574746033,554.8542652058436,queen,6,1
ho1,2012-05-11,2012,1,0,66,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,132,256.8945574746033,554.8542652058436,queen,15,1
wma2,2012-06-01,2012,1,0,66,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,153,198.4757472422897,358.78492107928435,queen,7,1
ho1,2012-05-17,2012,1,0,67,mitte,grasing,841,Hintersee (Ost),47.604083,12.880783,low,138,256.8945574746033,554.8542652058436,queen,8,1
wmb2,2012-05-21,2012,1,0,67,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,142,198.4757472422897,358.78492107928435,queen,1,1
wmb5,2012-06-26,2012,1,0,67,oben,none,1813,Watzmann 2,47.571583,12.93625,high,178,105.49422854844842,193.02038223082076,queen,1,1
h1,2012-05-17,2012,1,0,68,mitte,grasing,817,Hintersee,47.590633,12.836133,low,138,256.8945574746033,554.8542652058436,queen,3,1
h3,2012-05-21,2012,1,0,68,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,142,198.4757472422897,358.78492107928435,queen,6,1
h3,2012-05-22,2012,1,0,69,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,143,198.4757472422897,358.78492107928435,queen,14,1
wma1,2012-05-13,2012,1,0,69,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,134,256.8945574746033,554.8542652058436,queen,6,1
wma1,2012-05-17,2012,1,0,69,mitte,grasing,766,Watzmann 1,47.596033,12.924383,low,138,256.8945574746033,554.8542652058436,queen,1,1
t1,2012-05-11,2012,1,0,70,unten,mowing,714,Tal,47.609817,12.8992,low,132,256.8945574746033,554.8542652058436,queen,2,1
t5,2012-05-12,2012,1,0,70,unten,mowing,746,Tal,47.604817,12.946317,low,133,256.8945574746033,554.8542652058436,queen,4,1
h3,2012-05-23,2012,1,0,71,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,144,198.4757472422897,358.78492107928435,queen,16,1
h5,2012-06-18,2012,1,0,71,oben,none,1579,Hintersee,47.5593,12.816433,mid,170,198.4757472422897,358.78492107928435,queen,3,1
wmb2,2012-05-24,2012,1,0,71,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,145,198.4757472422897,358.78492107928435,queen,2,1
h4,2012-06-09,2012,1,0,72,mitte,grasing,1330,Hintersee,47.557383,12.807417,mid,161,198.4757472422897,358.78492107928435,queen,8,1
ho2,2012-05-22,2012,1,0,73,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,143,198.4757472422897,358.78492107928435,queen,2,1
wma2,2012-06-05,2012,1,0,73,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,157,198.4757472422897,358.78492107928435,queen,1,1
h3,2012-05-28,2012,1,0,74,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,149,198.4757472422897,358.78492107928435,queen,7,1
h7,2012-07-01,2012,1,0,75,oben,none,1984,Hintersee,47.552167,12.829933,high,183,105.49422854844842,193.02038223082076,queen,1,1
ho4,2012-06-18,2012,1,0,75,oben,none,1552,Hintersee (Ost),47.583083,12.881717,mid,170,198.4757472422897,358.78492107928435,queen,5,1
wmb2,2012-06-01,2012,1,0,75,mitte,grasing,1140,Watzmann 2,47.57715,12.955817,mid,153,198.4757472422897,358.78492107928435,queen,5,1
h2,2012-05-21,2012,1,0,77,mitte,grasing,987,Hintersee,47.574683,12.800967,low,142,256.8945574746033,554.8542652058436,queen,8,1
wmb1,2012-05-21,2012,1,0,77,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,142,256.8945574746033,554.8542652058436,queen,15,1
wma3,2012-06-17,2012,1,0,79,mitte,grasing,1423,Watzmann 1,47.5778,12.943317,mid,169,198.4757472422897,358.78492107928435,queen,4,1
h1,2012-05-20,2012,1,0,80,mitte,grasing,817,Hintersee,47.590633,12.836133,low,141,256.8945574746033,554.8542652058436,queen,1,1
h2,2012-05-23,2012,1,0,80,mitte,grasing,987,Hintersee,47.574683,12.800967,low,144,256.8945574746033,554.8542652058436,queen,1,1
h3,2012-06-02,2012,1,0,80,mitte,grasing,1105,Hintersee,47.5607,12.79875,mid,154,198.4757472422897,358.78492107928435,queen,2,1
ho2,2012-05-29,2012,1,0,80,mitte,grasing,1045,Hintersee (Ost),47.588917,12.893233,mid,150,198.4757472422897,358.78492107928435,queen,15,1
wmb1,2012-05-23,2012,1,0,81,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,144,256.8945574746033,554.8542652058436,queen,13,1
t5,2012-05-20,2012,1,0,82,unten,mowing,746,Tal,47.604817,12.946317,low,141,256.8945574746033,554.8542652058436,queen,6,1
wma2,2012-06-09,2012,1,0,83,mitte,grasing,1245,Watzmann 1,47.583517,12.940933,mid,161,198.4757472422897,358.78492107928435,queen,2,1
wmb1,2012-05-24,2012,1,0,83,mitte,grasing,960,Watzmann 2,47.590483,12.94405,low,145,256.8945574746033,554.8542652058436,queen,2,1
